model,estimator,theta,path_index,levels,maximum_depth,physical_depth_budget,trials,bias,median_absolute_error,rmse,q90_absolute_error,branch_failure_rate,tail_rmse_slope,tail_rmse_slope_r_squared
gate,oracle,0.317,1,3,7,1408,512,-0.00022184712272038665,0.005273073901869707,0.007517573695383332,0.011821882125349625,0.015625,0.039296175278077924,0.19829072363103117
gate,oracle,0.317,1,4,15,3328,512,7.758323117018628e-05,0.0028407346410206924,0.008042352292664128,0.01364749574675106,0.0078125,0.039296175278077924,0.19829072363103117
gate,oracle,0.317,1,5,31,7296,512,-0.0036151791646588105,0.0027293169285947383,0.009749391759549782,0.021668855410704457,0.009765625,0.039296175278077924,0.19829072363103117
gate,oracle,0.317,1,6,63,15360,512,-0.00334861538242609,0.0028525940086323587,0.01262457101402219,0.03163614463134967,0.0078125,0.039296175278077924,0.19829072363103117
gate,oracle,0.317,1,7,127,31616,512,-0.001521576248648182,0.004580350367459185,0.012513204169357639,0.016948825381592147,0.03515625,0.039296175278077924,0.19829072363103117
gate,oracle,0.317,1,8,255,64256,512,-4.347555722922225e-05,0.00331925095425345,0.011675052121553248,0.015639222144801623,0.068359375,0.039296175278077924,0.19829072363103117
gate,oracle,0.317,1,9,511,129664,512,-0.00148326671091914,0.005766368519499299,0.014192854955462958,0.028047251039686305,0.091796875,0.039296175278077924,0.19829072363103117
gate,oracle,0.317,2,3,7,1408,512,-5.392575821988599e-05,0.0045407583177843325,0.007189356575076493,0.012106619839554744,0.0078125,0.05144006439944906,0.23807153654942204
gate,oracle,0.317,2,4,15,3328,512,-0.0007179583777215393,0.0028407346410206924,0.00797777130730799,0.013669779861140485,0.01171875,0.05144006439944906,0.23807153654942204
gate,oracle,0.317,2,5,31,7296,512,-0.003262243987594171,0.0025786821454781284,0.009173521022649976,0.021140314273433825,0.015625,0.05144006439944906,0.23807153654942204
gate,oracle,0.317,2,6,63,15360,512,-0.002847800550989321,0.002117117928821133,0.011650566862578253,0.014389172264658858,0.005859375,0.05144006439944906,0.23807153654942204
gate,oracle,0.317,2,7,127,31616,512,-0.0033398983888798806,0.004580350367459185,0.013979497374756756,0.03203689562149317,0.01953125,0.05144006439944906,0.23807153654942204
gate,oracle,0.317,2,8,255,64256,512,-0.002636203869302578,0.00331925095425345,0.014509682265090203,0.02748067702211715,0.05859375,0.05144006439944906,0.23807153654942204
gate,oracle,0.317,2,9,511,129664,512,-0.00048062564799583596,0.005766368519499299,0.012980904974168763,0.02113619559185642,0.103515625,0.05144006439944906,0.23807153654942204
readout,anchored,0.173,0,3,7,2816,512,0.004058916931527018,0.007509663999025362,0.01794018518521127,0.02100405768246518,0.39453125,-0.09912438831926745,0.7531091011943116
readout,anchored,0.173,0,4,15,6656,512,0.006115212838118833,0.002754398568102834,0.02032128735372261,0.009181552027267198,0.359375,-0.09912438831926745,0.7531091011943116
readout,anchored,0.173,0,5,31,14592,512,0.004011394130758045,0.0014132644019918539,0.016599327786155138,0.00397776981594904,0.357421875,-0.09912438831926745,0.7531091011943116
