trial,pair_budget,best_gap,fraction_of_optimum
109,16,0.0006867788699368438,0.06546780102748447
109,64,0.004996944974927642,0.47633818348828194
109,256,0.005321567716009223,0.5072831323683777
109,1024,0.010467361180652612,0.9978104293173697
110,16,0.00046538171537469086,0.04436292215394085
110,64,0.00526927662265575,0.5022984378108856
110,256,0.00526927662265575,0.5022984378108856
110,1024,0.01039228515963031,0.9906537414497373
111,16,0.0002964598120360762,0.028260292849149674
111,64,0.004941217051339986,0.4710258700598751
111,256,0.005795127622337359,0.5524256477823065
111,1024,0.01039558608654556,0.9909684052170046
112,16,0.00520072231485269,0.4957634380033924
112,64,0.00520072231485269,0.4957634380033924
112,256,0.0056190348239644194,0.5356394465887364
112,1024,0.010371454509469524,0.9886680413653347
113,16,0.005619499111056192,0.5356837051649308
113,64,0.005619499111056192,0.5356837051649308
113,256,0.010296730024917267,0.9815448640215145
113,1024,0.010296730024917267,0.9815448640215145
114,16,0.0011799750494747574,0.11248216149036953
114,64,0.0018739181787585935,0.17863290185388994
114,256,0.010302556713904565,0.9821002982842265
114,1024,0.010302556713904565,0.9821002982842265
115,16,0.0012207660143128685,0.1163705961621965
115,64,0.010490330500767975,0.9999999999999788
115,256,0.010490330500767975,0.9999999999999788
115,1024,0.010490330500767975,0.9999999999999788
116,16,0.005164273819937115,0.49228895310390275
116,64,0.005164273819937115,0.49228895310390275
116,256,0.005164273819937115,0.49228895310390275
116,1024,0.010391404443692798,0.9905697864268285
117,16,0.0026285225319828687,0.25056622684961016
117,64,0.002734925809723565,0.26070921307229444
117,256,0.005620435155021308,0.535772934380831
117,1024,0.010402420117129108,0.991619865205138
118,16,0.003201857748676762,0.3052199116550516
118,64,0.005211000940760546,0.4967432570765001
118,256,0.005331771302542809,0.5082557982470017
118,1024,0.010402420117129108,0.991619865205138
119,16,0.00040401143320378807,0.038512745921036776
119,64,0.005545450944577257,0.5286249984374819
119,256,0.010490311668011842,0.9999982047509034
119,1024,0.010490311668011842,0.9999982047509034
120,16,0.0006145570483143681,0.05858319223301541
120,64,0.0045784045933664475,0.4364404527608711
120,256,0.01011346175280059,0.9640746544696557
120,1024,0.010391404443692798,0.9905697864268285
121,16,0.01039228515963031,0.9906537414497373
121,64,0.01039228515963031,0.9906537414497373
121,256,0.01039228515963031,0.9906537414497373
121,1024,0.01046596084959639,0.9976769415253387
122,16,0.005398225835507309,0.5145906351675004
122,64,0.005433938604994304,0.5179949863921238
122,256,0.010259308162416492,0.9779775919991475
122,1024,0.01027937969541437,0.9798909285709941
123,16,0.005113110988258396,0.48741181108488124
123,64,0.0053056251415654065,0.5057633924095033
123,256,0.005472168554279011,0.5216392899993274
123,1024,0.010396582852274738,0.9910634227885772
124,16,0.0011126449745697542,0.10606386276278676
124,64,0.01025223825558319,0.9773036468996309
124,256,0.010371454509469524,0.9886680413653347
124,1024,0.010466425136687718,0.9977212001014908
125,16,0.010179913048068423,0.9704091827538663
125,64,0.010179913048068423,0.9704091827538663
125,256,0.010402450326985946,0.9916227449863647
125,1024,0.010402450326985946,0.9916227449863647
126,16,0.004874799364265048,0.4646945455062708
126,64,0.004874799364265048,0.4646945455062708
126,256,0.010267416171503396,0.9787504951108569
126,1024,0.010395677164022454,0.990977087257755
127,16,0.0018176692367571912,0.17327092188602494
127,64,0.005550576078239833,0.5291135563205915
127,256,0.010442128094322989,0.9954050631253536
127,1024,0.010466425136687718,0.9977212001014908
