case,qubits,setting,bond,cutoff,schedule,method,ordering,p_bks_exact,p_bks_mps,actual_bks_error,true_tvd,epsilon_mps,certificate_slack_bks,certificate_slack_tvd,number_of_truncations,sum_discarded_weight,max_discarded_weight,max_bond_seen,runtime_seconds,peak_memory_bytes,circuit_sha256,raw_log_path
football,7,cutoff1e-5,1024,1e-05,LR,published_lr,sorted,0.8627678117715563,0.8625330849255892,0.00023472684596703708,0.0020340946418408654,0.18165829386586496,0.18142356701989792,0.1796241992240241,102,0.000389215979253377,9.91772e-06,8,0.017206199991051108,95981568,093e3201a84d816685dd2caa55a1d3dfdb2e7ec0acbc1e7e1ccb81e6a8c82533,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\football__cutoff1e-5__published_lr__sorted.mps.log
football,7,cutoff1e-5,1024,1e-05,LR,published_lr,spectral,0.8627678117715568,0.8626734467236692,9.436504788762345e-05,0.0017730772409994514,0.15765291723891106,0.15755855219102344,0.1558798399979116,94,0.0003336091642,9.73996e-06,8,0.015752699982840568,95031296,aba61caf0209628f8fadd3af3bb5a6a6b44ca8c3f4ddc10dae649062e2d05dbe,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\football__cutoff1e-5__published_lr__spectral.mps.log
football,7,cutoff1e-5,1024,1e-05,MR,prior_matched_random,sorted,0.8820366866508706,0.8819604462751129,7.624037575770792e-05,0.0019859207956303936,0.07058251885136069,0.07050627847560298,0.06859659805573029,40,0.000151963284031,9.71271e-06,8,0.017156999965664,95416320,769b1bd4951dc0bbaf323209e3ea97e056cf3b3f338a3c7a54850ca6a1eb885d,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\football__cutoff1e-5__prior_matched_random__sorted.mps.log
football,7,cutoff1e-5,1024,1e-05,MR,prior_matched_random,spectral,0.8820366866508698,0.8818750503793547,0.00016163627151510873,0.002066840602273653,0.07034578354259502,0.07018414727107991,0.06827894294032137,38,0.000158910015,9.82661e-06,8,0.016425399982836097,95502336,49f11250c9649cf1d9f9885652767f4884c681083deebd0fc3b92443f8dc3deb,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\football__cutoff1e-5__prior_matched_random__spectral.mps.log
football,7,released,64,0.001,LR,published_lr,sorted,0.8627678117715563,0.875651250501455,0.012883438729898722,0.025147539918522165,1.0,0.9871165612701013,0.9748524600814779,294,0.0801663029480723,0.000977378,6,0.0156559000024572,95703040,093e3201a84d816685dd2caa55a1d3dfdb2e7ec0acbc1e7e1ccb81e6a8c82533,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\football__released__published_lr__sorted.mps.log
football,7,released,64,0.001,LR,published_lr,spectral,0.8627678117715568,0.8760224887262655,0.013254676954708722,0.025665586557515926,1.0,0.9867453230452913,0.9743344134424841,234,0.0615671915617,0.000954415,5,0.01507969998056069,95563776,aba61caf0209628f8fadd3af3bb5a6a6b44ca8c3f4ddc10dae649062e2d05dbe,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\football__released__published_lr__spectral.mps.log
football,7,released,64,0.001,MR,prior_matched_random,sorted,0.8820366866508706,0.9275085681689452,0.045471881518074575,0.05396215722625784,1.0,0.9545281184819254,0.9460378427737421,217,0.072194668862831,0.000996866,7,0.016554299974814057,95498240,769b1bd4951dc0bbaf323209e3ea97e056cf3b3f338a3c7a54850ca6a1eb885d,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\football__released__prior_matched_random__sorted.mps.log
football,7,released,64,0.001,MR,prior_matched_random,spectral,0.8820366866508698,0.9150334353302749,0.03299674867940516,0.048406721729185684,1.0,0.9670032513205948,0.9515932782708143,169,0.048938993345,0.000975329,7,0.015349900000728667,95404032,49f11250c9649cf1d9f9885652767f4884c681083deebd0fc3b92443f8dc3deb,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\football__released__prior_matched_random__spectral.mps.log
ibm32,18,bond128,128,1e-12,LR,published_lr,sorted,0.3770863914362438,0.38041446374115717,0.0033280723049133876,0.008958927117117352,1.0,0.9966719276950866,0.9910410728828827,1032,0.008743315573401637,0.000121205,128,79.1665759999305,145936384,2649b1c828b2c4e5c5fd88023814d10f5b955110adbe244c4317dbc4b513922b,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__bond128__published_lr__sorted.mps.log
ibm32,18,bond128,128,1e-12,LR,published_lr,spectral,0.3770863914362447,0.3787320670147405,0.00164567557849582,0.005524647468194853,0.8433616309058342,0.8417159553273383,0.8378369834376393,767,0.004332476125724448,0.000120435,128,55.84477869991679,145649664,90732484a9b56e80321268071d57977a4492b02d77f37ddf9cc0578c6b906ab3,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__bond128__published_lr__spectral.mps.log
ibm32,18,bond128,128,1e-12,MR,prior_matched_random,sorted,0.13096339030811388,0.13974295936356965,0.008779569055455766,0.06626203064546055,1.0,0.9912204309445443,0.9337379693545395,845,0.06420288258177898,0.000699677,128,84.21629319997737,145694720,2d52084151b31f98e898b9bd15f204f028820269e96bab641c7da5eea7c1d044,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__bond128__prior_matched_random__sorted.mps.log
ibm32,18,bond128,128,1e-12,MR,prior_matched_random,spectral,0.1309633903081142,0.1357920129260221,0.004828622617907896,0.043242967373264954,1.0,0.995171377382092,0.9567570326267351,621,0.036551554978324144,0.000551348,128,60.655282200023066,145014784,70203a10a5ad2fe8f7bbc45f7b0ac13419d910ee3acbfbeb84f5d0caef37fb62,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__bond128__prior_matched_random__spectral.mps.log
ibm32,18,confirm,128,0.0001,LR,published_lr,sorted,0.3770863914362438,0.40675271711194516,0.029666325675701377,0.06063402169974304,1.0,0.9703336743242986,0.9393659783002569,2761,0.16685926584429261,9.99586e-05,73,2.7150987000204623,143118336,2649b1c828b2c4e5c5fd88023814d10f5b955110adbe244c4317dbc4b513922b,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__confirm__published_lr__sorted.mps.log
ibm32,18,confirm,128,0.0001,LR,published_lr,spectral,0.3770863914362447,0.3993756999738044,0.022289308537559727,0.050930834193746166,1.0,0.9777106914624403,0.9490691658062538,1988,0.1222467484417325,9.99805e-05,51,1.2671060000429861,142626816,90732484a9b56e80321268071d57977a4492b02d77f37ddf9cc0578c6b906ab3,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__confirm__published_lr__spectral.mps.log
ibm32,18,confirm,128,0.0001,MR,prior_matched_random,sorted,0.13096339030811388,0.15184827987702956,0.020884889568915682,0.12474817841118138,1.0,0.9791151104310843,0.8752518215888186,2562,0.1951186338656475,0.000399341,123,19.829779200081248,144207872,2d52084151b31f98e898b9bd15f204f028820269e96bab641c7da5eea7c1d044,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__confirm__prior_matched_random__sorted.mps.log
ibm32,18,confirm,128,0.0001,MR,prior_matched_random,spectral,0.1309633903081142,0.14544007265735778,0.01447668234924357,0.09529711009535762,1.0,0.9855233176507564,0.9047028899046424,1839,0.1371055339431057,0.000218453,118,12.578862000082154,143503360,70203a10a5ad2fe8f7bbc45f7b0ac13419d910ee3acbfbeb84f5d0caef37fb62,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__confirm__prior_matched_random__spectral.mps.log
ibm32,18,cutoff1e-4,1024,0.0001,LR,published_lr,sorted,0.3770863914362438,0.40675271711194516,0.029666325675701377,0.06063402169974304,1.0,0.9703336743242986,0.9393659783002569,2761,0.16685926584429261,9.99586e-05,73,2.6604140999843366,142577664,2649b1c828b2c4e5c5fd88023814d10f5b955110adbe244c4317dbc4b513922b,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__cutoff1e-4__published_lr__sorted.mps.log
ibm32,18,cutoff1e-4,1024,0.0001,LR,published_lr,spectral,0.3770863914362447,0.3993756999738044,0.022289308537559727,0.050930834193746166,1.0,0.9777106914624403,0.9490691658062538,1988,0.1222467484417325,9.99805e-05,51,1.2668490000069141,142491648,90732484a9b56e80321268071d57977a4492b02d77f37ddf9cc0578c6b906ab3,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__cutoff1e-4__published_lr__spectral.mps.log
ibm32,18,cutoff1e-4,1024,0.0001,MR,prior_matched_random,sorted,0.13096339030811388,0.14994193262308336,0.018978542314969482,0.11521372826511246,1.0,0.9810214576850305,0.8847862717348876,2555,0.1829250530930475,9.99901e-05,164,24.10984599997755,143859712,2d52084151b31f98e898b9bd15f204f028820269e96bab641c7da5eea7c1d044,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__cutoff1e-4__prior_matched_random__sorted.mps.log
ibm32,18,cutoff1e-4,1024,0.0001,MR,prior_matched_random,spectral,0.1309633903081142,0.14502972043782048,0.014066330129706262,0.09277576707543397,1.0,0.9859336698702937,0.907224232924566,1837,0.1340697280551057,9.99807e-05,138,13.753759199986234,144269312,70203a10a5ad2fe8f7bbc45f7b0ac13419d910ee3acbfbeb84f5d0caef37fb62,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__cutoff1e-4__prior_matched_random__spectral.mps.log
ibm32,18,cutoff1e-5,1024,1e-05,LR,published_lr,sorted,0.3770863914362438,0.38084142216197997,0.003755030725736186,0.009924078530154878,1.0,0.9962449692742639,0.9900759214698451,2538,0.017849106104219872,9.99864e-06,204,34.67057840002235,146313216,2649b1c828b2c4e5c5fd88023814d10f5b955110adbe244c4317dbc4b513922b,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__cutoff1e-5__published_lr__sorted.mps.log
ibm32,18,cutoff1e-5,1024,1e-05,LR,published_lr,spectral,0.3770863914362447,0.38003020720022673,0.0029438157639820606,0.009463231819924735,1.0,0.9970561842360179,0.9905367681800753,1819,0.013057969843372493,9.99812e-06,192,17.949837500054855,145993728,90732484a9b56e80321268071d57977a4492b02d77f37ddf9cc0578c6b906ab3,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__cutoff1e-5__published_lr__spectral.mps.log
ibm32,18,cutoff1e-5,1024,1e-05,MR,prior_matched_random,sorted,0.13096339030811388,0.13249419532415346,0.0015308050160395825,0.015098118786706052,1.0,0.9984691949839604,0.9849018812132939,2063,0.015358966171709,9.99919e-06,351,186.3107042000047,152801280,2d52084151b31f98e898b9bd15f204f028820269e96bab641c7da5eea7c1d044,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__cutoff1e-5__prior_matched_random__sorted.mps.log
ibm32,18,cutoff1e-5,1024,1e-05,MR,prior_matched_random,spectral,0.1309633903081142,0.13221229631846987,0.0012489060103556548,0.013848776915588541,1.0,0.9987510939896443,0.9861512230844115,1526,0.01148558605929994,9.99515e-06,336,115.94005060003838,152350720,70203a10a5ad2fe8f7bbc45f7b0ac13419d910ee3acbfbeb84f5d0caef37fb62,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__cutoff1e-5__prior_matched_random__spectral.mps.log
ibm32,18,released,64,0.001,LR,published_lr,sorted,0.3770863914362438,0.5638753205580647,0.18678892912182088,0.2640609555632977,1.0,0.8132110708781791,0.7359390444367023,2876,1.11452209235854,0.000999818,22,0.28211149998242036,141721600,2649b1c828b2c4e5c5fd88023814d10f5b955110adbe244c4317dbc4b513922b,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__released__published_lr__sorted.mps.log
ibm32,18,released,64,0.001,LR,published_lr,spectral,0.3770863914362447,0.5172668953201183,0.1401805038838736,0.21146205968734183,1.0,0.8598194961161264,0.7885379403126582,2085,0.8654974329253015,0.000999468,18,0.2544274000101723,141422592,90732484a9b56e80321268071d57977a4492b02d77f37ddf9cc0578c6b906ab3,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__released__published_lr__spectral.mps.log
ibm32,18,released,64,0.001,MR,prior_matched_random,sorted,0.13096339030811388,0.34419389048816385,0.21323050018004996,0.5226093760202433,1.0,0.78676949981995,0.47739062397975673,2887,1.3230911965412284,0.000999929,37,0.4843840000103228,142520320,2d52084151b31f98e898b9bd15f204f028820269e96bab641c7da5eea7c1d044,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__released__prior_matched_random__sorted.mps.log
ibm32,18,released,64,0.001,MR,prior_matched_random,spectral,0.1309633903081142,0.2833267701483698,0.1523633798402556,0.4405180189465434,1.0,0.8476366201597444,0.5594819810534566,2059,1.0027147732199932,0.000999871,26,0.37249430001247674,141332480,70203a10a5ad2fe8f7bbc45f7b0ac13419d910ee3acbfbeb84f5d0caef37fb62,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\ibm32__released__prior_matched_random__spectral.mps.log
aves-sparrow-social,24,bond128,128,1e-12,LR,published_lr,sorted,0.323276729620773,0.3260637638600958,0.0027870342393228054,0.016080735431851227,0.947687972808707,0.9449009385693842,0.9316072373768558,1394,0.009442288796716233,0.00115823,128,87.70094930002233,3250978816,8f1f52511d2e7ddb511280c0651a154f65f72bc78bb82519a7c2481c8da38bcc,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__bond128__published_lr__sorted.mps.log
aves-sparrow-social,24,bond128,128,1e-12,LR,published_lr,spectral,0.32327672962077314,0.32329916800603664,2.243838526350128e-05,0.0008118725656674998,0.11085654505618305,0.11083410667091954,0.11004467249051554,1282,7.55535998958113e-05,4.02124e-06,128,51.48338930000318,3248885760,9b1c1d2a925d983cb94924134518dce4f0b15014f9c8e816ec312a43d8f9d4a1,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__bond128__published_lr__spectral.mps.log
aves-sparrow-social,24,bond128,128,1e-12,MR,prior_matched_random,sorted,0.3111378777293451,0.3223472547984083,0.01120937706906322,0.0441935036389385,1.0,0.9887906229309368,0.9558064963610615,1167,0.03583431685666798,0.00270828,128,99.80059749999782,3250819072,b47569c2855a3e48c5358e5f98edb5b2be7b1e9181ea0596a1522c474efd2a8d,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__bond128__prior_matched_random__sorted.mps.log
aves-sparrow-social,24,bond128,128,1e-12,MR,prior_matched_random,spectral,0.31113787772934526,0.3113918334877262,0.00025395575838094153,0.0032315846074021616,0.4460629797652216,0.44580902400684064,0.44283139515781944,989,0.0008057015306581248,2.32683e-05,128,63.96932450000895,3248066560,ce6eb8f0be2542da966e4bba251ae7d12ddc697ea9ab4528ca13ffffe449469f,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__bond128__prior_matched_random__spectral.mps.log
aves-sparrow-social,24,confirm,128,0.0001,LR,published_lr,sorted,0.323276729620773,0.350304257121011,0.027027527500238013,0.09497157705658388,1.0,0.9729724724997619,0.9050284229434161,2992,0.14881832343024207,9.99857e-05,88,13.619000700011384,3242844160,8f1f52511d2e7ddb511280c0651a154f65f72bc78bb82519a7c2481c8da38bcc,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__confirm__published_lr__sorted.mps.log
aves-sparrow-social,24,confirm,128,0.0001,LR,published_lr,spectral,0.32327672962077314,0.33856841067195076,0.015291681051177619,0.0739993815135786,1.0,0.9847083189488224,0.9260006184864213,2269,0.09423084817051675,9.97808e-05,29,12.715222500031814,3241459712,9b1c1d2a925d983cb94924134518dce4f0b15014f9c8e816ec312a43d8f9d4a1,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__confirm__published_lr__spectral.mps.log
aves-sparrow-social,24,confirm,128,0.0001,MR,prior_matched_random,sorted,0.3111378777293451,0.35164885386895167,0.04051097613960658,0.12143817300658245,1.0,0.9594890238603935,0.8785618269934176,2598,0.16105074028523772,0.000713338,126,18.566924400045536,3243737088,b47569c2855a3e48c5358e5f98edb5b2be7b1e9181ea0596a1522c474efd2a8d,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__confirm__prior_matched_random__sorted.mps.log
aves-sparrow-social,24,confirm,128,0.0001,MR,prior_matched_random,spectral,0.31113787772934526,0.34038504395725877,0.029247166227913513,0.11016932950133397,1.0,0.9707528337720865,0.889830670498666,2173,0.1138328006145764,9.99475e-05,48,13.170683099946473,3243110400,ce6eb8f0be2542da966e4bba251ae7d12ddc697ea9ab4528ca13ffffe449469f,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__confirm__prior_matched_random__spectral.mps.log
aves-sparrow-social,24,cutoff1e-4,1024,0.0001,LR,published_lr,sorted,0.323276729620773,0.350304257121011,0.027027527500238013,0.09497157705658388,1.0,0.9729724724997619,0.9050284229434161,2992,0.14881832343024207,9.99857e-05,88,13.91913769999519,3242913792,8f1f52511d2e7ddb511280c0651a154f65f72bc78bb82519a7c2481c8da38bcc,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__cutoff1e-4__published_lr__sorted.mps.log
aves-sparrow-social,24,cutoff1e-4,1024,0.0001,LR,published_lr,spectral,0.32327672962077314,0.33856841067195076,0.015291681051177619,0.0739993815135786,1.0,0.9847083189488224,0.9260006184864213,2269,0.09423084817051675,9.97808e-05,29,12.775046299910173,3241455616,9b1c1d2a925d983cb94924134518dce4f0b15014f9c8e816ec312a43d8f9d4a1,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__cutoff1e-4__published_lr__spectral.mps.log
aves-sparrow-social,24,cutoff1e-4,1024,0.0001,MR,prior_matched_random,sorted,0.3111378777293451,0.351159957836109,0.04002208010676389,0.120405186973692,1.0,0.9599779198932361,0.879594813026308,2597,0.15890030828273774,9.9995e-05,161,18.86508410004899,3243495424,b47569c2855a3e48c5358e5f98edb5b2be7b1e9181ea0596a1522c474efd2a8d,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__cutoff1e-4__prior_matched_random__sorted.mps.log
aves-sparrow-social,24,cutoff1e-4,1024,0.0001,MR,prior_matched_random,spectral,0.31113787772934526,0.34038504395725877,0.029247166227913513,0.11016932950133397,1.0,0.9707528337720865,0.889830670498666,2173,0.1138328006145764,9.99475e-05,48,13.295577199955005,3243192320,ce6eb8f0be2542da966e4bba251ae7d12ddc697ea9ab4528ca13ffffe449469f,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__cutoff1e-4__prior_matched_random__spectral.mps.log
aves-sparrow-social,24,cutoff1e-5,1024,1e-05,LR,published_lr,sorted,0.323276729620773,0.32650329036246806,0.0032265607416950837,0.019562237798001238,1.0,0.996773439258305,0.9804377622019987,2591,0.015705857535184303,9.99642e-06,343,34.9739491000073,3244978176,8f1f52511d2e7ddb511280c0651a154f65f72bc78bb82519a7c2481c8da38bcc,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__cutoff1e-5__published_lr__sorted.mps.log
aves-sparrow-social,24,cutoff1e-5,1024,1e-05,LR,published_lr,spectral,0.32327672962077314,0.32639713524453573,0.00312040562376259,0.02323864972402275,1.0,0.9968795943762374,0.9767613502759772,2198,0.0114132190194616,9.99869e-06,66,13.866602000023704,3243016192,9b1c1d2a925d983cb94924134518dce4f0b15014f9c8e816ec312a43d8f9d4a1,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__cutoff1e-5__published_lr__spectral.mps.log
aves-sparrow-social,24,cutoff1e-5,1024,1e-05,MR,prior_matched_random,sorted,0.3111378777293451,0.31426852041820325,0.003130642688858154,0.022992064893466918,1.0,0.9968693573111418,0.977007935106533,2156,0.01482814304118258,9.99939e-06,549,109.46537759999046,3247972352,b47569c2855a3e48c5358e5f98edb5b2be7b1e9181ea0596a1522c474efd2a8d,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__cutoff1e-5__prior_matched_random__sorted.mps.log
aves-sparrow-social,24,cutoff1e-5,1024,1e-05,MR,prior_matched_random,spectral,0.31113787772934526,0.31356621045000455,0.0024283327206592875,0.024673142863765016,1.0,0.9975716672793407,0.975326857136235,2138,0.013086721022747556,9.99673e-06,105,17.779409600014333,3244011520,ce6eb8f0be2542da966e4bba251ae7d12ddc697ea9ab4528ca13ffffe449469f,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__cutoff1e-5__prior_matched_random__spectral.mps.log
aves-sparrow-social,24,released,64,0.001,LR,published_lr,sorted,0.323276729620773,0.44525326931071535,0.12197653968994238,0.2809379590822202,1.0,0.8780234603100576,0.7190620409177798,3416,0.972120604767313,0.000999511,19,12.700300999975298,3240640512,8f1f52511d2e7ddb511280c0651a154f65f72bc78bb82519a7c2481c8da38bcc,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__released__published_lr__sorted.mps.log
aves-sparrow-social,24,released,64,0.001,LR,published_lr,spectral,0.32327672962077314,0.4262910264834644,0.10301429686269126,0.2325555786262703,1.0,0.8969857031373087,0.7674444213737297,2396,0.6499005255016657,0.000997781,10,12.056283400044776,3240116224,9b1c1d2a925d983cb94924134518dce4f0b15014f9c8e816ec312a43d8f9d4a1,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__released__published_lr__spectral.mps.log
aves-sparrow-social,24,released,64,0.001,MR,prior_matched_random,sorted,0.3111378777293451,0.5837322920149461,0.27259441428560105,0.4179077565040328,1.0,0.727405585714399,0.5820922434959672,3307,0.997344087141026,0.000999057,24,12.582608099968638,3241140224,b47569c2855a3e48c5358e5f98edb5b2be7b1e9181ea0596a1522c474efd2a8d,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__released__prior_matched_random__sorted.mps.log
aves-sparrow-social,24,released,64,0.001,MR,prior_matched_random,spectral,0.31113787772934526,0.5315635864013039,0.2204257086719586,0.38230126727901637,1.0,0.7795742913280415,0.6176987327209836,2364,0.699640620373283,0.000999704,13,12.04257749998942,3239940096,ce6eb8f0be2542da966e4bba251ae7d12ddc697ea9ab4528ca13ffffe449469f,C:\Users\psgpe\Downloads\Taiwan\Quantum_github_stage_20260814\results\rankcert_mps\runs\aves-sparrow-social__released__prior_matched_random__spectral.mps.log
