graph_id,depth,snapshot,truth_gap,center,scale,lower,upper,decision,truth_sign,covered
n11_g04_6c26e4764290,4,primary_0,1.6139129258267043e-06,4.883550803824594e-06,0.00012491716815164603,-2.6914235486329513e-05,3.6681337093978704e-05,0,1,True
n11_g04_6c26e4764290,4,primary_1,2.264869492409608e-06,4.883550803824594e-06,0.00012491716815164603,-2.6914235486329513e-05,3.6681337093978704e-05,0,1,True
n11_g04_6c26e4764290,4,primary_2,2.3300669587090713e-06,4.883550803824594e-06,0.00012491716815164603,-2.6914235486329513e-05,3.6681337093978704e-05,0,1,True
n11_g05_58dc88a354d3,2,primary_0,0.00017893690027454966,0.00026306196421230243,0.0022103529137124343,-0.0002995855134404424,0.0008257094418650473,0,1,True
n11_g05_58dc88a354d3,2,primary_1,0.0001517935734982425,0.00026306196421230243,0.0022103529137124343,-0.0002995855134404424,0.0008257094418650473,0,1,True
n11_g05_58dc88a354d3,2,primary_2,0.00017849987802302206,0.00026306196421230243,0.0022103529137124343,-0.0002995855134404424,0.0008257094418650473,0,1,True
n11_g05_58dc88a354d3,3,primary_0,2.9835557147463447e-05,9.41795391289282e-05,0.0003301158092303142,1.0148239762905112e-05,0.00017821083849495128,1,1,True
n11_g05_58dc88a354d3,3,primary_1,1.7621454584838955e-05,9.41795391289282e-05,0.0003301158092303142,1.0148239762905112e-05,0.00017821083849495128,1,1,True
n11_g05_58dc88a354d3,3,primary_2,2.438324920909108e-05,9.41795391289282e-05,0.0003301158092303142,1.0148239762905112e-05,0.00017821083849495128,1,1,True
n11_g05_58dc88a354d3,4,primary_0,1.0184781181506576e-05,1.877838832382932e-05,0.00011677153458689989,-1.09459190432734e-05,4.850269569093204e-05,0,1,True
n11_g05_58dc88a354d3,4,primary_1,9.616063299654524e-06,1.877838832382932e-05,0.00011677153458689989,-1.09459190432734e-05,4.850269569093204e-05,0,1,True
n11_g05_58dc88a354d3,4,primary_2,1.3081858503557163e-05,1.877838832382932e-05,0.00011677153458689989,-1.09459190432734e-05,4.850269569093204e-05,0,1,True
n12_g04_412d0b6ef342,2,primary_0,0.00010830788757155613,5.537090615711665e-05,0.0005268188091537627,-7.873133259015271e-05,0.00018947314490438602,0,1,True
n12_g04_412d0b6ef342,2,primary_1,0.00010804201942627285,5.537090615711665e-05,0.0005268188091537627,-7.873133259015271e-05,0.00018947314490438602,0,1,True
n12_g04_412d0b6ef342,2,primary_2,0.00012043729904665743,5.537090615711665e-05,0.0005268188091537627,-7.873133259015271e-05,0.00018947314490438602,0,1,True
n12_g04_412d0b6ef342,3,primary_0,2.3136414485294682e-05,3.8740754638512634e-05,0.000251211129819913,-2.520528206658294e-05,0.00010268679134360821,0,1,True
n12_g04_412d0b6ef342,3,primary_1,2.611820897899963e-05,3.8740754638512634e-05,0.000251211129819913,-2.520528206658294e-05,0.00010268679134360821,0,1,True
n12_g04_412d0b6ef342,3,primary_2,3.1339920173257976e-05,3.8740754638512634e-05,0.000251211129819913,-2.520528206658294e-05,0.00010268679134360821,0,1,True
n12_g04_412d0b6ef342,4,primary_0,6.5160548723333515e-06,1.1233197254552382e-05,0.00014215915327654406,-2.4953553069384134e-05,4.74199475784889e-05,0,1,True
n12_g04_412d0b6ef342,4,primary_1,6.599106343745044e-06,1.1233197254552382e-05,0.00014215915327654406,-2.4953553069384134e-05,4.74199475784889e-05,0,1,True
n12_g04_412d0b6ef342,4,primary_2,1.0224880364570986e-05,1.1233197254552382e-05,0.00014215915327654406,-2.4953553069384134e-05,4.74199475784889e-05,0,1,True
n12_g05_6cd111e29ac2,2,primary_0,7.241164229432323e-05,3.9022817911614996e-05,0.0006921803781851077,-0.00013717236859028201,0.00021521800441351202,0,1,True
n12_g05_6cd111e29ac2,2,primary_1,6.86307077799137e-05,3.9022817911614996e-05,0.0006921803781851077,-0.00013717236859028201,0.00021521800441351202,0,1,True
n12_g05_6cd111e29ac2,2,primary_2,7.508305524809959e-05,3.9022817911614996e-05,0.0006921803781851077,-0.00013717236859028201,0.00021521800441351202,0,1,True
n12_g05_6cd111e29ac2,3,primary_0,1.0020766874607344e-05,1.3936565081950011e-05,0.00013773516234194175,-2.1124054059463296e-05,4.899718422336332e-05,0,1,True
n12_g05_6cd111e29ac2,3,primary_1,9.092858151197984e-06,1.3936565081950011e-05,0.00013773516234194175,-2.1124054059463296e-05,4.899718422336332e-05,0,1,True
n12_g05_6cd111e29ac2,3,primary_2,1.1522278142797019e-05,1.3936565081950011e-05,0.00013773516234194175,-2.1124054059463296e-05,4.899718422336332e-05,0,1,True
n12_g05_6cd111e29ac2,4,primary_0,1.882382438639764e-06,3.4216489129274447e-06,0.00013297750565551903,-3.04279041052678e-05,3.727120193112269e-05,0,1,True
n12_g05_6cd111e29ac2,4,primary_1,2.0706151525816093e-06,3.4216489129274447e-06,0.00013297750565551903,-3.04279041052678e-05,3.727120193112269e-05,0,1,True
n12_g05_6cd111e29ac2,4,primary_2,2.3630379347767028e-06,3.4216489129274447e-06,0.00013297750565551903,-3.04279041052678e-05,3.727120193112269e-05,0,1,True
