method,replicate,evaluation,params,score,approximation_ratio_unconditional,optimal_probability,feasible_probability,expected_feasible_size_unconditional,expected_size_given_feasible
random_search,1,233,"[1.148659253284684, 1.6770882446380029, 0.6369694247749941, 5.147641672059886, 3.2615797952927683]",0.0020671737622127455,0.0017190504961720262,0.00020732448545306826,0.0029629214467745205,0.006876201984688105,2.3207506875262043
random_search,1,234,"[3.3221752050566193, 2.989620342151587, 3.0523116757185256, 2.9156258033980627, 1.3358616407114015]",0.0008396112129275474,0.0006780945744830104,5.3918021336915885e-05,0.0014803713311030814,0.0027123782979320415,1.8322283341646075
random_search,1,235,"[3.7814447825406345, 2.6213986951190464, 0.5769627579017832, 3.2033810345973466, 4.512936867169147]",0.030110170555730023,0.021502820065293863,4.046077394007523e-05,0.0859723529695114,0.08601128026117545,1.0004527884874554
random_search,1,236,"[3.840748139343167, 2.383236428479297, 2.866729067823347, 0.252185534042968, 4.407642873463469]",0.0029872914698040954,0.0022677711137934512,7.20094596672807e-05,0.007015179910938239,0.009071084455173805,1.293065120258705
random_search,1,237,"[1.8437131673700047, 0.8252848901968343, 1.8953669100510875, 1.3161607671248572, 0.3321110181211356]",0.0019102088288348656,0.0015709408579820635,0.00029362512729032644,0.0026586168903022047,0.006283763431928254,2.3635460433767044
random_search,1,238,"[1.5360329799951549, 0.45980490122016754, 1.9014420983768543, 0.20825469282885709, 1.9044973125142473]",0.06986624297212168,0.057678735610281195,0.00393874573043876,0.11202820929230804,0.23071494244112478,2.059436135760548
random_search,1,239,"[1.6469756961111224, 1.4401568356928343, 0.5146528247517723, 4.685480066218776, 3.003016059379409]",0.0002611446826802787,0.00021913595260696035,1.0891119012485164e-05,0.00039285950320197023,0.0008765438104278414,2.2311890212242305
random_search,1,240,"[1.5293603911717413, 2.2004642409940023, 0.37419576946260175, 5.717320312835715, 5.875415043995479]",0.0017013782679658257,0.001409045987988702,0.00023751528618445704,0.002329534584310095,0.005636183951954808,2.4194463520377383
random_search,1,241,"[3.935169483844062, 3.126513043023495, 0.3042568968252384, 2.2748883803646147, 5.504672803657356]",0.0006613819538345185,0.0004642921630469459,8.381979851178102e-06,0.0019499429582477811,0.0018571686521877836,0.9524220410306953
random_search,1,242,"[1.9960802792706978, 1.5344519747212584, 3.140506888259373, 3.9957612469754022, 4.287339405399051]",0.0007368858003308093,0.0006094872139751833,0.00010403599738566176,0.001013895870092106,0.002437948855900733,2.404535739630995
random_search,1,243,"[2.908760688016055, 2.640459914150391, 2.8127257675164667, 4.277827322156374, 2.983881308558206]",0.11976386740008245,0.09466403801752017,0.007285671473465401,0.23278411514195918,0.3786561520700807,1.6266408549361888
random_search,1,244,"[3.19463546085378, 0.3107920391227693, 2.343119965231383, 1.396794211887113, 1.2660017522184344]",0.0033424949376145647,0.002757083223535044,0.0006131885950721855,0.0043211456531147465,0.011028332894140175,2.552178005430293
random_search,1,245,"[2.03973798999335, 0.10924883896179863, 3.0341093375834216, 2.8094355119632946, 3.003909412002235]",0.0001326956024777441,0.00010520336724321028,3.1961704557179223e-06,0.00026693192620604343,0.0004208134689728411,1.5764823449706697
random_search,1,246,"[3.265059871029755, 2.4566493383873773, 1.9909903694037274, 3.1711252182110123, 3.0261825870384715]",0.0022615978786030993,0.0018708932802440942,0.0004378313584628916,0.0028124675874328245,0.007483573120976377,2.6608566635277255
random_search,1,247,"[2.3122862948702396, 1.1026071333987042, 0.034356868746361215, 0.8136536853674674, 1.9914408936041585]",0.0010349084797341057,0.0008564164529408973,0.00019376576681994179,0.0013005058508822284,0.003425665811763589,2.634102575885921
random_search,1,248,"[2.5925586348828955, 2.496728449233855, 2.0558316911342693, 2.0008549547566252, 0.13088643036143338]",0.056959718654483404,0.04688125830784009,0.0073536885046961206,0.0824003822046929,0.18752503323136036,2.2757786822581068
random_search,1,249,"[2.5467826932440034, 2.479747259084347, 2.3725894280177644, 3.0067426358730933, 4.01611225807921]",0.001735158975656228,0.0014348500565322406,0.00036335065296347086,0.002094712558831197,0.005739400226128962,2.739946443693172
random_search,1,250,"[2.7581174053146507, 1.3217337748955753, 1.6145842841007532, 0.9471490840860796, 1.915154397131252]",0.0018553571311819895,0.0015083095274041295,0.00042822184040161674,0.0023999214367745577,0.006033238109616518,2.5139315050767075
random_search,1,251,"[1.3365735785102382, 0.005824253927447779, 1.2705668080886967, 3.2738457197783917, 3.880973895307209]",0.0014378317431972987,0.0011538826469834425,0.0005278177434496214,0.0015199466035145102,0.00461553058793377,3.036639956470489
random_search,1,252,"[1.150822730331934, 0.9379993810179948, 0.7684127690013631, 2.4620795836696554, 5.560300036763135]",0.002821076815083319,0.0022944578857908154,0.0008504360785395694,0.0031400990965761086,0.009177831543163262,2.922784046264832
random_search,1,253,"[3.842452877321893, 1.62940120574478, 2.208591915096812, 3.370753536330451, 0.5049676813158928]",0.0030104129798329067,0.00245549607560451,0.0007689002995873274,0.0036269182933156515,0.00982198430241804,2.708079837508275
random_search,1,254,"[3.1094631930127923, 1.9578588261081693, 0.28366098288364483, 2.645070055082541, 6.183055934751735]",0.0015938367156134844,0.0013130691282098872,0.000318495750235419,0.002011436498447425,0.005252276512839549,2.6112067255882265
random_search,1,255,"[1.5750261269808246, 0.029085300070558394, 2.380516608791424, 1.6894985245234313, 2.5332127952851966]",0.0015746673428592179,0.001138023131609561,2.1420707119939e-05,0.00431289034469672,0.004552092526438244,1.0554621524369745
random_search,1,256,"[3.9449174841523593, 1.3405098610144182, 1.8746685514912553, 5.523424964598277, 3.1389474462775704]",0.0007047046623562528,0.0005786804451480276,5.0054406096966376e-05,0.0011351061568398355,0.0023147217805921105,2.0392117218678076
random_search,1,257,"[1.3554936101104733, 1.4753907960324184, 2.400264017106535, 1.9525661439733655, 1.968363883418823]",0.0008164112375419743,0.0006773430768809713,0.0001472349756968254,0.001022594167367967,0.002709372307523885,2.649508860878289
random_search,1,258,"[1.1489898182930736, 2.0833600470028073, 2.703622014421337, 3.580025956841062, 0.22700960641716042]",0.0012851467169230871,0.0010747812768508078,0.00018933727021655037,0.001630311225181418,0.004299125107403231,2.636996569121232
random_search,1,259,"[2.478411868716284, 2.053189155101918, 2.360770708539085, 0.21553474567507533, 1.1796605097585755]",0.0034399308006643654,0.00285084138292457,0.0005462330005699773,0.004525311675973015,0.01140336553169828,2.5199072126333424
random_search,1,260,"[3.14349004151776, 0.6275541789601768, 0.49813973609510814, 0.7678734733676487, 3.6540187120586016]",0.002137192869114933,0.0017522774895430864,0.0003290323192320951,0.003026572997638228,0.007009109958172346,2.31585689941788
random_search,1,261,"[2.750192568521304, 2.054046132975853, 1.9387481462790397, 3.3717977125222065, 0.8434536945548013]",0.0016752297664581319,0.0013606763735102931,0.0002468167755200136,0.002528491990678352,0.0054427054940411725,2.1525500235343777
random_search,1,262,"[1.0891501301594333, 0.8153584670849416, 0.12401006070501781, 5.817016934707196, 0.9991978435998807]",1.2761573354492048e-08,1.0115954265009103e-08,5.628227976360315e-09,1.2385620953928641e-08,4.0463817060036414e-08,3.2669994674107596
