estimator,theta,curvature,depth,duration,physical_depth_budget,trials,bias,deterministic_bias,rmse,median_absolute_error,q90_absolute_error,crossover_xi,normalized_absolute_deterministic_bias
amplified_rtr,0.173,1e-07,31,31.0,47616,4096,-4.023044150910032e-05,-4.8049999999999996e-05,0.0012452387596207108,0.0008445466256015721,0.002041276425136032,0.0029790999999999997,0.0014895499999999999
amplified_rtr,0.173,1e-07,63,63.0,96768,4096,-0.0001951064506975546,-0.00019844999999999997,0.0006981243624127557,0.00048178108263417785,0.0011375660098719986,0.025004699999999998,0.012502349999999999
amplified_rtr,0.173,1e-07,127,127.0,195072,4096,-0.0008028995272822077,-0.00080645,0.0008608958194312144,0.00080493600476364,0.0012043223941124032,0.2048383,0.10241915
amplified_rtr,0.173,1e-07,255,255.0,391680,4096,-0.003253515166581762,-0.003251250000000001,0.00325697271855452,0.003251434796115296,0.003446070162712797,1.6581374999999998,0.8290687500000002
amplified_rtr,0.173,3e-07,1,1.0,1536,4096,-0.0008836067822011117,-1.5e-07,0.039827590269895664,0.027106666088040104,0.06568318629292468,3e-07,1.5e-07
amplified_rtr,0.173,3e-07,3,3.0,4608,4096,0.0003225126448742127,-1.35e-06,0.011571713562985801,0.007781940970762999,0.019060400128016006,8.1e-06,4.05e-06
amplified_rtr,0.173,3e-07,7,7.0,10752,4096,7.540008321766335e-05,-7.350000000000001e-06,0.005193099445959736,0.003472372593379347,0.00859669843512724,0.0001029,5.1450000000000004e-05
amplified_rtr,0.173,3e-07,15,15.0,23040,4096,-5.6246729833763076e-05,-3.3749999999999994e-05,0.002487530133478027,0.0016938450832905544,0.0040008595556424165,0.0010125,0.0005062499999999999
amplified_rtr,0.173,3e-07,31,31.0,47616,4096,-0.00012009087550167216,-0.00014415,0.0012217394117392689,0.000828800431744936,0.0020241796827208253,0.0089373,0.00446865
amplified_rtr,0.173,3e-07,63,63.0,96768,4096,-0.0005643757317479819,-0.0005953500000000001,0.0008609924026903362,0.000627315014699828,0.0014073101564272827,0.0750141,0.03750705000000001
amplified_rtr,0.173,3e-07,127,127.0,195072,4096,-0.0024287315830387687,-0.0024193500000000002,0.002449384552758779,0.002431403510472857,0.0028286633918751664,0.6145149,0.30725745000000004
