graph_family,instances,degree_mean,degree_max,degree_exact_fraction,clique_mean,clique_max,clique_exact_fraction,odd5_mean,odd5_max,odd5_exact_fraction,odd7_mean,odd7_max,odd7_exact_fraction,odd9_mean,odd9_max,odd9_exact_fraction
erdos_renyi,144,1.0040495934080578,1.0625,0.8125,1.0026278631099301,1.0625,0.8888888888888888,1.0020596996231212,1.0625,0.9305555555555556,1.001952414320051,1.0625,0.9305555555555556,1.0019164665575557,1.0625,0.9305555555555556
geometric,144,1.0250785845155348,1.5,0.5208333333333334,1.0090085673320783,1.1666666666666667,0.7986111111111112,1.008227047182334,1.1666666666666667,0.8055555555555556,1.0081459922023033,1.1666666666666667,0.8055555555555556,1.0080591866467477,1.1666666666666667,0.8055555555555556
preferential,144,1.001741123842442,1.0833333333333333,0.9444444444444444,1.0004050925925927,1.0416666666666667,0.9861111111111112,1.0001157407407406,1.0166666666666666,0.9930555555555556,1.0000771604938297,1.0111111111111113,0.9930555555555556,1.0000771604938263,1.011111111111111,0.9930555555555556
random_regular,144,1.00291378609634,1.0886198368384588,0.8263888888888888,1.000390842679697,1.0172413793103448,0.9444444444444444,1.0001972965269625,1.0118546589040756,0.9722222222222222,1.0000285779606766,1.0041152263374484,0.9930555555555556,1.0000285779606766,1.0041152263374478,0.9930555555555556
small_world,144,1.0029809656759399,1.0486111111111112,0.7569444444444444,1.0002741804824424,1.0105118532028008,0.9652777777777778,1.000179438016789,1.0097087378640772,0.9722222222222222,1.0001344901563067,1.0063261450766356,0.9722222222222222,1.0001249337356124,1.0063261450766339,0.9722222222222222
