reduction_index,source,graph6,reduced_graph6,n,leaf,neighbour,coverage,total_time,screen_steps,original_success,reduced_success,absolute_difference
299,atlas,FFw`?,D]?,7,5,2,1.0,10.0,120,0.5326447713299715,0.8125982347516134,0.27995346342164196
300,atlas,FFw`?,D]?,7,6,2,1.0,10.0,120,0.5326447713299715,0.8125982347516134,0.27995346342164196
564,atlas,FzNI?,Djc,7,6,1,1.0,10.0,120,0.5064828293276471,0.7845681192910862,0.27808528996343906
81,atlas,EtaG,C`,6,1,0,1.0,10.0,120,0.6253223824971339,0.9031799957795289,0.277857613282395
95,atlas,Ejt?,CL,6,5,1,1.0,10.0,120,0.5824541244378408,0.8585371953604194,0.27608307092257856
127,atlas,FiOG_,D@O,7,0,1,1.0,10.0,120,0.48449225356979014,0.7597594577729756,0.27526720420318546
128,atlas,FiOG_,D@O,7,2,1,1.0,10.0,120,0.48449225356979014,0.7597594577729756,0.27526720420318546
427,atlas,FJyK?,D}C,7,6,0,1.0,10.0,120,0.5242493311207888,0.7991646704340477,0.27491533931325896
68,atlas,EJe?,Cx,6,5,0,1.0,5.0,120,0.6027535565298842,0.8749708955141827,0.27221733898429856
506,atlas,Fhe{?,Dh[,7,6,0,1.0,10.0,120,0.5269961381980307,0.7991646704340494,0.27216853223601867
227,atlas,FMo`?,D]?,7,5,2,1.0,10.0,120,0.5417669384023535,0.8125982347516134,0.27083129634925995
228,atlas,FMo`?,D]?,7,6,2,1.0,10.0,120,0.5417669384023535,0.8125982347516134,0.27083129634925995
713,unit_disk,Imv[B@d~W,GtnE^{,10,6,0,1.0,10.0,120,0.5442609218551268,0.8140926841078484,0.26983176225272165
508,atlas,Flfa?,D\o,7,6,1,1.0,10.0,120,0.5155796420151951,0.7845681192910869,0.2689884772758918
499,atlas,Flfc?,Dho,7,6,0,1.0,10.0,120,0.5126562297328251,0.7804965830877035,0.26784035335487844
515,atlas,F~@_W,D~W,7,4,6,1.0,5.0,120,0.4556121000884401,0.7228052713359552,0.26719317124751507
602,atlas,Fl^gG,Dl[,7,6,5,1.0,10.0,120,0.5199165554156179,0.7870337635267468,0.26711720811112893
604,atlas,Fp~s?,DNw,7,6,0,1.0,10.0,120,0.5210373709205047,0.7870337635267468,0.2659963926062421
17,atlas,D@{,BG,5,0,4,1.0,10.0,120,0.5338621636927412,0.7994456800223576,0.2655835163296164
18,atlas,D@{,BG,5,1,4,1.0,10.0,120,0.5338621636927412,0.7994456800223576,0.2655835163296164
655,unit_disk,GPae?O,ESo_,8,3,2,1.0,10.0,120,0.5395800751033717,0.8042468172642664,0.2646667421608947
646,unit_disk,GODKcC,ELOG,8,2,0,1.0,10.0,120,0.47853881991098013,0.7398361926722209,0.26129737276124076
666,unit_disk,GmCBCG,EmD_,8,5,7,1.0,5.0,120,0.4315108181889745,0.6917952004805151,0.2602843822915406
435,atlas,FJyG_,DNc,7,6,3,1.0,10.0,120,0.4724885946627519,0.732765349225014,0.2602767545622621
615,atlas,Fse|o,DNw,7,1,0,1.0,10.0,120,0.5271475926887272,0.7870337635267468,0.25988617083801957
504,atlas,FhewO,Dhk,7,6,4,1.0,10.0,120,0.5264636294216098,0.7845681192910863,0.25810448986947643
426,atlas,Fhfa?,DLo,7,6,1,1.0,10.0,120,0.5059013542905069,0.7633954027225963,0.25749404843208945
