source,graph_index,graph6,n,m,leaf,neighbour,neighbour_degree,sibling_leaf_count,reduced_graph6,reduced_n,reduced_m,alpha,reduced_alpha_plus_offset,optimum_count,lifted_optimum_count,lifted_optimum_coverage,endpoint_projector_obstruction,initial_projector_distance,original_minimum_gap,original_minimum_gap_s,reduced_minimum_gap,reduced_minimum_gap_s,native_gap_distortion,scale_controls
atlas,0,Bo,3,2,1,0,2,2,@,1,0,2,2,1,1,1.0,False,1.0,0.7150264191663728,0.54,1.0,0.5,1.3985497223527337,"[{""gap_distortion"": 1.3985497223527337, ""minimum_gap"": 1.0, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 2.4223591760262813, ""minimum_gap"": 1.7320508075688772, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.7320508075688772}, {""gap_distortion"": 2.9202575538628577, ""minimum_gap"": 2.08806130178211, ""minimum_gap_s"": 0.02, ""omega_scale"": 3.0}]"
atlas,0,Bo,3,2,2,0,2,2,@,1,0,2,2,1,1,1.0,False,1.0,0.7150264191663728,0.54,1.0,0.5,1.3985497223527337,"[{""gap_distortion"": 1.3985497223527337, ""minimum_gap"": 1.0, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 2.4223591760262813, ""minimum_gap"": 1.7320508075688772, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.7320508075688772}, {""gap_distortion"": 2.9202575538628577, ""minimum_gap"": 2.08806130178211, ""minimum_gap_s"": 0.02, ""omega_scale"": 3.0}]"
atlas,1,CF,4,3,0,3,3,3,A?,2,0,3,3,1,1,1.0,False,1.0,0.8638475452747836,0.48000000000000004,1.0,0.5,1.1576116705661383,"[{""gap_distortion"": 1.1576116705661383, ""minimum_gap"": 1.0, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.637110124476008, ""minimum_gap"": 1.414213562373095, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.4142135623730951}, {""gap_distortion"": 2.3152233411322767, ""minimum_gap"": 2.0, ""minimum_gap_s"": 0.5, ""omega_scale"": 2.0}]"
atlas,1,CF,4,3,1,3,3,3,A?,2,0,3,3,1,1,1.0,False,1.0,0.8638475452747836,0.48000000000000004,1.0,0.5,1.1576116705661383,"[{""gap_distortion"": 1.1576116705661383, ""minimum_gap"": 1.0, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.637110124476008, ""minimum_gap"": 1.414213562373095, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.4142135623730951}, {""gap_distortion"": 2.3152233411322767, ""minimum_gap"": 2.0, ""minimum_gap_s"": 0.5, ""omega_scale"": 2.0}]"
atlas,1,CF,4,3,2,3,3,3,A?,2,0,3,3,1,1,1.0,False,1.0,0.8638475452747836,0.48000000000000004,1.0,0.5,1.1576116705661383,"[{""gap_distortion"": 1.1576116705661383, ""minimum_gap"": 1.0, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.637110124476008, ""minimum_gap"": 1.414213562373095, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.4142135623730951}, {""gap_distortion"": 2.3152233411322767, ""minimum_gap"": 2.0, ""minimum_gap_s"": 0.5, ""omega_scale"": 2.0}]"
atlas,2,Ck,4,3,2,1,2,1,A_,2,1,2,2,3,2,0.6666666666666666,True,1.0,0.00704839619035269,0.98,0.00995049383620783,0.98,1.4117387228923526,"[{""gap_distortion"": 1.4117387228923526, ""minimum_gap"": 0.00995049383620783, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 2.8097033968753533, ""minimum_gap"": 0.019803902718557254, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.4142135623730951}, {""gap_distortion"": 5.565873921080402, ""minimum_gap"": 0.039230484541326494, ""minimum_gap_s"": 0.98, ""omega_scale"": 2.0}]"
atlas,2,Ck,4,3,3,0,2,1,A_,2,1,2,2,3,2,0.6666666666666666,True,1.0,0.00704839619035269,0.98,0.00995049383620783,0.98,1.4117387228923526,"[{""gap_distortion"": 1.4117387228923526, ""minimum_gap"": 0.00995049383620783, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 2.8097033968753533, ""minimum_gap"": 0.019803902718557254, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.4142135623730951}, {""gap_distortion"": 5.565873921080402, ""minimum_gap"": 0.039230484541326494, ""minimum_gap_s"": 0.98, ""omega_scale"": 2.0}]"
atlas,3,CN,4,4,0,3,3,1,A_,2,1,2,2,2,2,1.0,False,1.0,0.009950554578278314,0.98,0.00995049383620783,0.98,1.0000061044277284,"[{""gap_distortion"": 1.0000061044277284, ""minimum_gap"": 0.00995049383620783, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.9902310532307843, ""minimum_gap"": 0.019803902718557254, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.4142135623730951}, {""gap_distortion"": 3.9425425218977406, ""minimum_gap"": 0.039230484541326494, ""minimum_gap_s"": 0.98, ""omega_scale"": 2.0}]"
atlas,4,D?{,5,4,0,4,4,4,B?,3,0,4,4,1,1,1.0,False,1.0,0.9347560842189921,0.48000000000000004,0.9999999999999996,0.5,1.0697977973960127,"[{""gap_distortion"": 1.0697977973960127, ""minimum_gap"": 0.9999999999999996, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.381103017708045, ""minimum_gap"": 1.2909944487358056, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 1.7829963289933557, ""minimum_gap"": 1.666666666666667, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.6666666666666667}]"
atlas,4,D?{,5,4,1,4,4,4,B?,3,0,4,4,1,1,1.0,False,1.0,0.9347560842189921,0.48000000000000004,0.9999999999999996,0.5,1.0697977973960127,"[{""gap_distortion"": 1.0697977973960127, ""minimum_gap"": 0.9999999999999996, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.381103017708045, ""minimum_gap"": 1.2909944487358056, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 1.7829963289933557, ""minimum_gap"": 1.666666666666667, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.6666666666666667}]"
atlas,4,D?{,5,4,2,4,4,4,B?,3,0,4,4,1,1,1.0,False,1.0,0.9347560842189921,0.48000000000000004,0.9999999999999996,0.5,1.0697977973960127,"[{""gap_distortion"": 1.0697977973960127, ""minimum_gap"": 0.9999999999999996, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.381103017708045, ""minimum_gap"": 1.2909944487358056, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 1.7829963289933557, ""minimum_gap"": 1.666666666666667, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.6666666666666667}]"
atlas,4,D?{,5,4,3,4,4,4,B?,3,0,4,4,1,1,1.0,False,1.0,0.9347560842189921,0.48000000000000004,0.9999999999999996,0.5,1.0697977973960127,"[{""gap_distortion"": 1.0697977973960127, ""minimum_gap"": 0.9999999999999996, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.381103017708045, ""minimum_gap"": 1.2909944487358056, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 1.7829963289933557, ""minimum_gap"": 1.666666666666667, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.6666666666666667}]"
atlas,5,DBc,5,4,0,4,2,1,BW,3,2,3,3,2,1,0.5,True,1.0,0.009950493835972907,0.98,0.7150264191663728,0.54,71.85838521716558,"[{""gap_distortion"": 71.85838521716558, ""minimum_gap"": 0.7150264191663728, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 92.77512864225376, ""minimum_gap"": 0.9231583456863395, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 119.70723266326122, ""minimum_gap"": 1.1911460807371554, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.6666666666666667}]"
atlas,5,DBc,5,4,1,3,3,2,BO,3,1,3,3,2,2,1.0,False,1.0,0.009950493835972907,0.98,0.009950493836209162,0.98,1.000000000023743,"[{""gap_distortion"": 1.000000000023743, ""minimum_gap"": 0.009950493836209162, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.6612286523275788, ""minimum_gap"": 0.016530045465127152, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 2.7538667205738525, ""minimum_gap"": 0.02740233382816104, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.6666666666666667}]"
atlas,5,DBc,5,4,2,3,3,2,BO,3,1,3,3,2,2,1.0,False,1.0,0.009950493835972907,0.98,0.009950493836209162,0.98,1.000000000023743,"[{""gap_distortion"": 1.000000000023743, ""minimum_gap"": 0.009950493836209162, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.6612286523275788, ""minimum_gap"": 0.016530045465127152, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 2.7538667205738525, ""minimum_gap"": 0.02740233382816104, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.6666666666666667}]"
atlas,6,Dh_,5,4,3,2,2,1,Bo,3,2,3,3,1,1,1.0,False,1.0,0.5602245440237708,0.56,0.7150264191663728,0.54,1.2763211230103364,"[{""gap_distortion"": 1.2763211230103364, ""minimum_gap"": 0.7150264191663728, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.6478363105190357, ""minimum_gap"": 0.9231583456863395, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 2.1261940295972006, ""minimum_gap"": 1.1911460807371554, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.6666666666666667}]"
atlas,6,Dh_,5,4,4,0,2,1,Bg,3,2,3,3,1,1,1.0,False,1.0,0.5602245440237708,0.56,0.7150264191663728,0.54,1.2763211230103364,"[{""gap_distortion"": 1.2763211230103364, ""minimum_gap"": 0.7150264191663728, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.6478363105190361, ""minimum_gap"": 0.9231583456863397, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 2.1261940295972006, ""minimum_gap"": 1.1911460807371554, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.6666666666666667}]"
atlas,7,D@{,5,5,0,4,4,2,BG,3,1,3,3,2,2,1.0,False,1.0,0.009950493911690117,0.98,0.009950493836209162,0.98,1.0000000075856492,"[{""gap_distortion"": 1.0000000075856492, ""minimum_gap"": 0.009950493836209162, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.6612286396867277, ""minimum_gap"": 0.01653004546512804, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 2.7538666996186896, ""minimum_gap"": 0.02740233382816193, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.6666666666666667}]"
atlas,7,D@{,5,5,1,4,4,2,BG,3,1,3,3,2,2,1.0,False,1.0,0.009950493911690117,0.98,0.009950493836209162,0.98,1.0000000075856492,"[{""gap_distortion"": 1.0000000075856492, ""minimum_gap"": 0.009950493836209162, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.6612286396867277, ""minimum_gap"": 0.01653004546512804, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 2.7538666996186896, ""minimum_gap"": 0.02740233382816193, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.6666666666666667}]"
atlas,8,Dx_,5,5,3,2,3,1,Bo,3,2,3,3,1,1,1.0,False,1.0,0.7031841094451778,0.56,0.7150264191663728,0.54,1.016840980281165,"[{""gap_distortion"": 1.016840980281165, ""minimum_gap"": 0.7150264191663728, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.312825948832553, ""minimum_gap"": 0.9231583456863395, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 1.6939320225495234, ""minimum_gap"": 1.1911460807371554, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.6666666666666667}]"
atlas,8,Dx_,5,5,4,0,3,1,Bg,3,2,3,3,1,1,1.0,False,1.0,0.7031841094451778,0.56,0.7150264191663728,0.54,1.016840980281165,"[{""gap_distortion"": 1.016840980281165, ""minimum_gap"": 0.7150264191663728, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.3128259488325533, ""minimum_gap"": 0.9231583456863397, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 1.6939320225495234, ""minimum_gap"": 1.1911460807371554, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.6666666666666667}]"
atlas,9,DJc,5,5,0,4,2,1,Bw,3,3,2,2,5,3,0.6,True,1.0,0.008920767321672685,0.98,0.014889156509222179,0.98,1.6690443739127134,"[{""gap_distortion"": 1.6690443739127134, ""minimum_gap"": 0.014889156509222179, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 2.7682682111847177, ""minimum_gap"": 0.02469507659596193, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 4.57729680202108, ""minimum_gap"": 0.04083299973306653, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.6666666666666667}]"
atlas,10,DbW,5,5,0,1,3,1,Bo,3,2,3,3,1,1,1.0,False,1.0,0.5638397561332846,0.54,0.7150264191663728,0.54,1.2681376426343187,"[{""gap_distortion"": 1.2681376426343187, ""minimum_gap"": 0.7150264191663728, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.637270759368228, ""minimum_gap"": 0.9231583456863395, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 2.1125613576911086, ""minimum_gap"": 1.1911460807371554, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.6666666666666667}]"
atlas,11,DjW,5,6,0,1,4,1,Bo,3,2,3,3,1,1,1.0,False,1.0,0.6999671351879921,0.54,0.7150264191663728,0.54,1.0215142729155935,"[{""gap_distortion"": 1.0215142729155935, ""minimum_gap"": 0.7150264191663728, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.3188595567967691, ""minimum_gap"": 0.9231583456863395, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 1.701717153359273, ""minimum_gap"": 1.1911460807371554, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.6666666666666667}]"
atlas,12,Db[,5,6,0,1,3,1,Bw,3,3,2,2,4,3,0.75,True,1.0,0.009236515021293634,0.98,0.014889156509222179,0.98,1.6119885557374274,"[{""gap_distortion"": 1.6119885557374274, ""minimum_gap"": 0.014889156509222179, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 2.6736357315535684, ""minimum_gap"": 0.02469507659596193, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 4.420823182653971, ""minimum_gap"": 0.04083299973306653, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.6666666666666667}]"
atlas,13,DJ{,5,7,0,4,4,1,Bw,3,3,2,2,3,3,1.0,False,1.0,0.01488924673529013,0.98,0.014889156509222179,0.98,1.0000060598508649,"[{""gap_distortion"": 1.0000060598508649, ""minimum_gap"": 0.014889156509222179, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.6585846843030858, ""minimum_gap"": 0.02469507659596193, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.2909944487358056}, {""gap_distortion"": 2.7424489941647052, ""minimum_gap"": 0.04083299973306653, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.6666666666666667}]"
atlas,14,E?Bw,6,5,0,5,5,5,C?,4,0,5,5,1,1,1.0,False,1.0,0.9706010473906139,0.48000000000000004,0.9999999999999998,0.5,1.0302894301303533,"[{""gap_distortion"": 1.0302894301303533, ""minimum_gap"": 0.9999999999999998, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2618416956011131, ""minimum_gap"": 1.2247448713915887, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.5454341451955298, ""minimum_gap"": 1.4999999999999993, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.5}]"
atlas,14,E?Bw,6,5,1,5,5,5,C?,4,0,5,5,1,1,1.0,False,1.0,0.9706010473906139,0.48000000000000004,0.9999999999999998,0.5,1.0302894301303533,"[{""gap_distortion"": 1.0302894301303533, ""minimum_gap"": 0.9999999999999998, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2618416956011131, ""minimum_gap"": 1.2247448713915887, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.5454341451955298, ""minimum_gap"": 1.4999999999999993, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.5}]"
atlas,14,E?Bw,6,5,2,5,5,5,C?,4,0,5,5,1,1,1.0,False,1.0,0.9706010473906139,0.48000000000000004,0.9999999999999998,0.5,1.0302894301303533,"[{""gap_distortion"": 1.0302894301303533, ""minimum_gap"": 0.9999999999999998, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2618416956011131, ""minimum_gap"": 1.2247448713915887, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.5454341451955298, ""minimum_gap"": 1.4999999999999993, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.5}]"
atlas,14,E?Bw,6,5,3,5,5,5,C?,4,0,5,5,1,1,1.0,False,1.0,0.9706010473906139,0.48000000000000004,0.9999999999999998,0.5,1.0302894301303533,"[{""gap_distortion"": 1.0302894301303533, ""minimum_gap"": 0.9999999999999998, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2618416956011131, ""minimum_gap"": 1.2247448713915887, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.5454341451955298, ""minimum_gap"": 1.4999999999999993, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.5}]"
atlas,14,E?Bw,6,5,4,5,5,5,C?,4,0,5,5,1,1,1.0,False,1.0,0.9706010473906139,0.48000000000000004,0.9999999999999998,0.5,1.0302894301303533,"[{""gap_distortion"": 1.0302894301303533, ""minimum_gap"": 0.9999999999999998, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2618416956011131, ""minimum_gap"": 1.2247448713915887, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.5454341451955298, ""minimum_gap"": 1.4999999999999993, ""minimum_gap_s"": 0.5, ""omega_scale"": 1.5}]"
atlas,15,EhP?,6,5,0,1,4,3,C_,4,1,4,4,2,2,1.0,False,1.0,0.009950493836250018,0.98,0.00995049383621005,0.98,1.0000000000040168,"[{""gap_distortion"": 1.0000000000040168, ""minimum_gap"": 0.00995049383621005, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.496323373919302, ""minimum_gap"": 0.014889156509220847, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 2.236312627216076, ""minimum_gap"": 0.02225241501304165, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.5}]"
atlas,15,EhP?,6,5,3,2,2,1,Ci,4,3,4,4,2,1,0.5,True,1.0,0.009950493836250018,0.98,0.8638475452747836,0.48000000000000004,86.81454001084397,"[{""gap_distortion"": 86.81454001084397, ""minimum_gap"": 0.8638475452747836, ""minimum_gap_s"": 0.48000000000000004, ""omega_scale"": 1.0}, {""gap_distortion"": 106.23120700237786, ""minimum_gap"": 1.0570529704945606, ""minimum_gap_s"": 0.48000000000000004, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 130.07032250990497, ""minimum_gap"": 1.2942639424138613, ""minimum_gap_s"": 0.48000000000000004, ""omega_scale"": 1.5}]"
atlas,15,EhP?,6,5,4,1,4,3,CG,4,1,4,4,2,2,1.0,False,1.0,0.009950493836250018,0.98,0.009950493836203833,0.98,1.0000000000046414,"[{""gap_distortion"": 1.0000000000046414, ""minimum_gap"": 0.009950493836203833, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.4963233739191235, ""minimum_gap"": 0.01488915650921907, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 2.236312627216076, ""minimum_gap"": 0.02225241501304165, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.5}]"
atlas,15,EhP?,6,5,5,1,4,3,CG,4,1,4,4,2,2,1.0,False,1.0,0.009950493836250018,0.98,0.009950493836203833,0.98,1.0000000000046414,"[{""gap_distortion"": 1.0000000000046414, ""minimum_gap"": 0.009950493836203833, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.4963233739191235, ""minimum_gap"": 0.01488915650921907, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 2.236312627216076, ""minimum_gap"": 0.02225241501304165, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.5}]"
atlas,16,EsCO,6,5,1,0,3,2,CI,4,2,4,4,1,1,1.0,False,1.0,0.7110021925932581,0.54,0.7150264191663727,0.54,1.005659935531896,"[{""gap_distortion"": 1.005659935531896, ""minimum_gap"": 0.7150264191663727, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2313653824573862, ""minimum_gap"": 0.8755034868106375, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.508489903297845, ""minimum_gap"": 1.0725396287495597, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.5}]"
atlas,16,EsCO,6,5,2,0,3,2,CI,4,2,4,4,1,1,1.0,False,1.0,0.7110021925932581,0.54,0.7150264191663727,0.54,1.005659935531896,"[{""gap_distortion"": 1.005659935531896, ""minimum_gap"": 0.7150264191663727, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2313653824573862, ""minimum_gap"": 0.8755034868106375, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.508489903297845, ""minimum_gap"": 1.0725396287495597, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.5}]"
atlas,16,EsCO,6,5,4,3,3,2,Co,4,2,4,4,1,1,1.0,False,1.0,0.7110021925932581,0.54,0.7150264191663727,0.54,1.005659935531896,"[{""gap_distortion"": 1.005659935531896, ""minimum_gap"": 0.7150264191663727, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.231365382457387, ""minimum_gap"": 0.8755034868106379, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.508489903297845, ""minimum_gap"": 1.0725396287495597, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.5}]"
atlas,16,EsCO,6,5,5,3,3,2,Co,4,2,4,4,1,1,1.0,False,1.0,0.7110021925932581,0.54,0.7150264191663727,0.54,1.005659935531896,"[{""gap_distortion"": 1.005659935531896, ""minimum_gap"": 0.7150264191663727, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.231365382457387, ""minimum_gap"": 0.8755034868106379, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.508489903297845, ""minimum_gap"": 1.0725396287495597, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.5}]"
atlas,17,EiGO,6,5,0,1,3,1,CQ,4,2,3,3,5,4,0.8,True,1.0,0.007337659651844852,0.98,0.00995049383620561,0.98,1.3560854970567942,"[{""gap_distortion"": 1.3560854970567942, ""minimum_gap"": 0.00995049383620561, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 2.029142426288233, ""minimum_gap"": 0.014889156509221735, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 3.032631120666353, ""minimum_gap"": 0.022252415013042537, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.5}]"
atlas,17,EiGO,6,5,4,2,2,1,Ch,4,3,3,3,5,3,0.6,True,1.0,0.007337659651844852,0.98,0.007048396190350914,0.98,1.0410396143579348,"[{""gap_distortion"": 1.0410396143579348, ""minimum_gap"": 0.007048396190350914, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.4385776370505199, ""minimum_gap"": 0.010555793083431908, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 2.1527647940705816, ""minimum_gap"": 0.0157962553693638, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.5}]"
atlas,17,EiGO,6,5,5,3,2,1,Ch,4,3,3,3,5,3,0.6,True,1.0,0.007337659651844852,0.98,0.007048396190350914,0.98,1.0410396143579348,"[{""gap_distortion"": 1.0410396143579348, ""minimum_gap"": 0.007048396190350914, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.0}, {""gap_distortion"": 1.4385776370505199, ""minimum_gap"": 0.010555793083431908, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 2.1527647940705816, ""minimum_gap"": 0.0157962553693638, ""minimum_gap_s"": 0.98, ""omega_scale"": 1.5}]"
atlas,18,EBe?,6,5,1,3,3,2,CS,4,2,4,4,1,1,1.0,False,1.0,0.690394818607224,0.54,0.7150264191663724,0.54,1.0356775570952854,"[{""gap_distortion"": 1.0356775570952854, ""minimum_gap"": 0.7150264191663724, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2681200136710833, ""minimum_gap"": 0.8755034868106379, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.5535163356429287, ""minimum_gap"": 1.072539628749559, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.5}]"
atlas,18,EBe?,6,5,2,3,3,2,CS,4,2,4,4,1,1,1.0,False,1.0,0.690394818607224,0.54,0.7150264191663724,0.54,1.0356775570952854,"[{""gap_distortion"": 1.0356775570952854, ""minimum_gap"": 0.7150264191663724, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.0}, {""gap_distortion"": 1.2681200136710833, ""minimum_gap"": 0.8755034868106379, ""minimum_gap_s"": 0.54, ""omega_scale"": 1.224744871391589}, {""gap_distortion"": 1.5535163356429287, ""minimum_gap"": 1.072539628749559, ""minimum_gap_s"": 0.56, ""omega_scale"": 1.5}]"
