source,graph6,n,leaf,coverage,original_gap_s_le_0p9,original_argmin_s,reduced_gap_s_le_0p9,reduced_argmin_s,cutoff_gap_distortion,preregistered_gap_distortion
atlas,Fk_`G,7,3,1.0,0.22527543140104456,0.9,0.2252752759466734,0.9,1.0000006900640583,1.0000000000002678
atlas,Fk_`G,7,4,1.0,0.22527543140104456,0.9,0.2252752759466734,0.9,1.0000006900640583,1.0000000000002678
atlas,FMo`?,7,5,1.0,0.023643191566979027,0.9,0.0236404091045479,0.9,1.0001176994196177,1.0000001962614617
atlas,FMo`?,7,6,1.0,0.023643191566979027,0.9,0.0236404091045479,0.9,1.0001176994196177,1.0000001962614617
atlas,FK_h_,7,1,1.0,0.4756688867629739,0.56,0.5602245440237708,0.56,1.177761589235352,1.177761589235352
atlas,FIc`G,7,0,0.7142857142857143,0.13673318851240257,0.9,0.20367952203684148,0.9,1.4896129041733452,1.573282652866961
atlas,FMo@G,7,5,1.0,0.4902781888797394,0.54,0.5638397561332846,0.54,1.1500404646219928,1.1500404646219928
atlas,FPq?g,7,1,0.625,0.15666445662650474,0.9,0.17271976449685766,0.9,1.1024821342126727,1.053155973936398
atlas,FmpA?,7,2,1.0,0.7144070996630769,0.54,0.7150264191663733,0.54,1.0008668999840407,1.0008668999840407
atlas,FmpA?,7,5,1.0,0.7144070996630769,0.54,0.7150264191663724,0.54,1.0008668999840393,1.0008668999840393
atlas,FmpA?,7,6,1.0,0.7144070996630769,0.54,0.7150264191663724,0.54,1.0008668999840393,1.0008668999840393
atlas,FupA?,7,2,1.0,0.8508594808794989,0.48,0.9347560842189926,0.48,1.0986021842910807,1.0986021842910807
atlas,FupA?,7,5,1.0,0.8508594808794989,0.48,0.8638475452747834,0.48,1.0152646408568653,1.0152646408568653
atlas,FupA?,7,6,1.0,0.8508594808794989,0.48,0.8638475452747834,0.48,1.0152646408568653,1.0152646408568653
atlas,FexA?,7,2,0.6666666666666666,0.16470788197856479,0.9,0.22475932948311872,0.9,1.364593647754933,1.411738726363007
atlas,FexA?,7,5,1.0,0.16470788197856479,0.9,0.16470085443665106,0.9,1.0000426685212882,1.0000000051281608
atlas,FexA?,7,6,1.0,0.16470788197856479,0.9,0.16470085443665106,0.9,1.0000426685212882,1.0000000051281608
atlas,FMtA?,7,2,1.0,0.3228731673518581,0.9,0.3228756555322949,0.9,1.000007706371072,1.0000000008455772
atlas,FMtA?,7,5,1.0,0.3228731673518581,0.9,0.32287565553229314,0.9,1.0000077063710664,1.0000000008454577
atlas,FMtA?,7,6,1.0,0.3228731673518581,0.9,0.32287565553229314,0.9,1.0000077063710664,1.0000000008454577
atlas,F\CoG,7,1,1.0,0.22474310162251498,0.9,0.22474384989781804,0.9,1.0000033294695039,1.000000000014103
atlas,F\CoG,7,4,1.0,0.22474310162251498,0.9,0.22474384989782337,0.9,1.0000033294695276,1.0000000000135674
atlas,F\CoG,7,6,0.5,0.22474310162251498,0.9,0.7031841094451778,0.56,3.128835120493559,70.66826240450766
atlas,FE|A?,7,2,1.0,0.2252742092439668,0.9,0.22474384989781804,0.9,1.0023598391964448,1.0000061044272375
atlas,FE|A?,7,5,1.0,0.2252742092439668,0.9,0.22527527594667518,0.9,1.0000047351301864,1.0000000000242786
atlas,FE|A?,7,6,1.0,0.2252742092439668,0.9,0.22527527594667518,0.9,1.0000047351301864,1.0000000000242786
atlas,F[EoG,7,1,1.0,0.5866966885523639,0.56,0.7031841094451778,0.56,1.198547943367874,1.198547943367874
atlas,F[EoG,7,4,1.0,0.5866966885523639,0.56,0.7031841094451778,0.56,1.198547943367874,1.198547943367874
atlas,F[EoG,7,6,1.0,0.5866966885523639,0.56,0.5602245440237708,0.56,1.0472527396576718,1.0472527396576718
atlas,FjKGO,7,0,1.0,0.22528987530842137,0.9,0.2247593294831205,0.9,1.0023605063537115,1.0000061044282622
atlas,FjKGO,7,5,1.0,0.22528987530842137,0.9,0.2252752759466743,0.9,1.0000648067644606,1.0000000075862276
atlas,FjKGO,7,6,1.0,0.22528987530842137,0.9,0.2252752759466743,0.9,1.0000648067644606,1.0000000075862276
atlas,F`?Fw,7,4,1.0,0.22474575244515727,0.9,0.22474487139158406,0.9,1.0000039202388369,1.0000000000251712
atlas,F`?Fw,7,5,1.0,0.22474575244515727,0.9,0.22474487139158406,0.9,1.0000039202388369,1.0000000000251712
atlas,FH?NW,7,0,1.0,0.22475940105427838,0.9,0.2247448713915876,0.9,1.0000646495851087,1.0000000075872557
atlas,FH?NW,7,3,1.0,0.22475940105427838,0.9,0.22475932948311428,0.9,1.0000003184346753,1.0000000000012497
atlas,Fh?Dw,7,4,1.0,0.1647001863378783,0.9,0.16470085443664928,0.9,1.0000040564542507,1.0000000012976655
atlas,Fh?Dw,7,5,1.0,0.1647001863378783,0.9,0.16470085443664928,0.9,1.0000040564542507,1.0000000012976655
atlas,Fepa?,7,2,0.5,0.22474506497953328,0.9,0.6999671351879921,0.54,3.114493905580243,70.34496445167485
atlas,Fepa?,7,6,1.0,0.22474506497953328,0.9,0.22474487139158583,0.9,1.0000008613675866,1.0000000000045521
atlas,Flg`?,7,5,1.0,0.8249592183924863,0.48,0.8638475452747834,0.48,1.0471396961392525,1.0471396961392525
atlas,Flg`?,7,6,1.0,0.8249592183924863,0.48,0.8638475452747834,0.48,1.0471396961392525,1.0471396961392525
atlas,FXAgg,7,1,1.0,0.22474255949703625,0.9,0.22474384989782337,0.9,1.0000057416841297,1.0000000000324905
atlas,FXAgg,7,4,1.0,0.22474255949703625,0.9,0.22474384989782337,0.9,1.0000057416841297,1.0000000000321334
atlas,FhDb?,7,0,1.0,0.22474384784594825,0.9,0.2247438498978216,0.9,1.000000009129831,1.0
atlas,FhDb?,7,4,0.5,0.22474384784594825,0.9,0.6999671351879921,0.54,3.1145107725831407,70.34496445367157
atlas,FmW`?,7,5,1.0,0.22527534588168407,0.9,0.22527527594667518,0.9,1.0000003104424513,1.0000000000012497
atlas,FmW`?,7,6,1.0,0.22527534588168407,0.9,0.22527527594667518,0.9,1.0000003104424513,1.0000000000012497
atlas,FFwG_,7,5,1.0,0.85364969050187,0.45999999999999996,0.9347560842189926,0.48,1.0950113314859158,1.0950113314859158
atlas,FFwG_,7,6,1.0,0.85364969050187,0.45999999999999996,0.9347560842189926,0.48,1.0950113314859158,1.0950113314859158
atlas,FxUA?,7,5,1.0,0.519318442404539,0.56,0.5638397561332846,0.54,1.0857302766345134,1.0857302766345134
atlas,FxUA?,7,6,1.0,0.519318442404539,0.56,0.5602245440237708,0.56,1.078768821360992,1.078768821360992
atlas,FeoJ?,7,2,0.5714285714285714,0.17106107239524437,0.9,0.20564986385575423,0.9,1.202201418336668,1.257741141396557
atlas,FeoJ?,7,5,0.7142857142857143,0.17106107239524437,0.9,0.20367952203684503,0.9,1.1906830653220404,1.2147456099433827
atlas,Fewa?,7,5,1.0,0.5498498461573607,0.56,0.6999671351879921,0.54,1.2730150605292152,1.2730150605292152
atlas,Fewa?,7,6,1.0,0.5498498461573607,0.56,0.5602245440237708,0.56,1.0188682381906877,1.0188682381906877
atlas,FxSI?,7,5,1.0,0.5841989690409362,0.56,0.7031841094451774,0.56,1.2036722875419927,1.2036722875419927
atlas,FxSI?,7,6,1.0,0.5841989690409362,0.56,0.5602245440237708,0.56,1.0427943139459241,1.0427943139459241
atlas,FxSQ?,7,5,1.0,0.22475841099250715,0.9,0.22475932948311872,0.9,1.0000040865683626,1.0000000000241893
atlas,FxSQ?,7,6,1.0,0.22475841099250715,0.9,0.22474384989781626,0.9,1.0000647897359483,1.0000000075860063
atlas,FEtB?,7,2,0.5714285714285714,0.20837057851886698,0.9,0.20564986385575512,0.9,1.0132298393594863,1.0081940875735678
atlas,FEtB?,7,5,0.8571428571428571,0.20837057851886698,0.9,0.22474487139158938,0.9,1.078582557043867,1.0685438471376965
atlas,FxaGG,7,3,1.0,0.6951744581355417,0.56,0.7031841094451774,0.56,1.011521785957323,1.011521785957323
atlas,FxaGG,7,6,1.0,0.6951744581355417,0.56,0.7031841094451778,0.56,1.0115217859573236,1.0115217859573236
atlas,FFwH?,7,5,1.0,0.22474383639755757,0.9,0.22474384989781981,0.9,1.000000060069555,1.000000000005177
atlas,FFwH?,7,6,0.5,0.22474383639755757,0.9,0.5638397561332851,0.54,2.508810765052032,56.664499815283534
atlas,Fhoh?,7,3,1.0,0.22527558288984828,0.9,0.22527527594667784,0.9,1.0000013625248894,1.000000000005177
atlas,Fhoh?,7,6,1.0,0.22527558288984828,0.9,0.22527527594667518,0.9,1.0000013625249011,1.0000000000049984
atlas,Fmo`?,7,5,1.0,0.6372570565988749,0.56,0.6319949108691676,0.56,1.0083262469985248,1.0083262469985248
atlas,Fmo`?,7,6,1.0,0.6372570565988749,0.56,0.6319949108691676,0.56,1.0083262469985248,1.0083262469985248
atlas,Fh?JW,7,0,0.7142857142857143,0.20395204504584896,0.9,0.20367952203684148,0.9,1.0013379990599065,1.011211536800111
atlas,Fh?JW,7,3,0.7142857142857143,0.20395204504584896,0.9,0.20367952203684325,0.9,1.0013379990598976,1.0112115368003125
atlas,Fpa_g,7,1,1.0,0.023643192612837538,0.9,0.023640409104546123,0.9,1.0001177436599809,1.0000000133814633
atlas,Fpa_g,7,4,1.0,0.023643192612837538,0.9,0.023640409104544347,0.9,1.0001177436600561,1.0000000134354208
atlas,FFw`?,7,5,1.0,0.023641719431662267,0.9,0.0236404091045479,0.9,1.0000554274297273,1.000000189031155
atlas,FFw`?,7,6,1.0,0.023641719431662267,0.9,0.0236404091045479,0.9,1.0000554274297273,1.000000189031155
atlas,FjCHO,7,0,1.0,0.5819604870783142,0.56,0.5638397561332846,0.54,1.0321380866601149,1.0321380866601149
atlas,FjCHO,7,5,1.0,0.5819604870783142,0.56,0.7031841094451783,0.56,1.2083021529098266,1.2083021529098266
atlas,F`DbG,7,0,0.8333333333333334,0.17599935252631482,0.9,0.20367952203684503,0.9,1.1572742689856859,1.148587967205398
atlas,F`DbG,7,4,0.6666666666666666,0.17599935252631482,0.9,0.2056498638557569,0.9,1.1684694341418604,1.1892418701025924
atlas,FhogG,7,3,0.7142857142857143,0.17318594354721206,0.9,0.20367952203684325,0.9,1.176074211711751,1.17455930783826
atlas,FhogG,7,6,0.7142857142857143,0.17318594354721206,0.9,0.20367952203684503,0.9,1.1760742117117613,1.1745593078377923
atlas,FMs`?,7,5,1.0,0.6164253488529594,0.56,0.6319949108691676,0.56,1.025257822451948,1.025257822451948
atlas,FMs`?,7,6,1.0,0.6164253488529594,0.56,0.6319949108691676,0.56,1.025257822451948,1.025257822451948
atlas,FFwc?,7,5,1.0,0.4210694319848587,0.56,0.5638397561332846,0.54,1.339065990792606,1.339065990792606
atlas,FFwc?,7,6,1.0,0.4210694319848587,0.56,0.5638397561332846,0.54,1.339065990792606,1.339065990792606
atlas,FLg`G,7,1,1.0,0.22474548736176558,0.9,0.2247448713915876,0.9,1.0000027407529888,1.0000000000132105
atlas,FwaK_,7,3,0.5,0.224747217501986,0.9,0.22562498445433654,0.9,1.0039055742807708,1.0000120889400923
atlas,FxOY?,7,6,1.0,0.5506902711893593,0.56,0.5602245440237703,0.56,1.0173133126427296,1.0173133126427296
atlas,FxSAG,7,5,0.5714285714285714,0.14706395971305142,0.9,0.13002464689189086,0.9,1.1310467917311702,1.2156623593962659
atlas,FhFE?,7,4,1.0,0.6680265816912274,0.54,0.6999671351879921,0.54,1.0478132972132659,1.0478132972132659
atlas,FK{@G,7,5,0.6666666666666666,0.16505879540636492,0.9,0.22562498445433476,0.9,1.3669370596026675,1.4117472111324494
atlas,FsNA?,7,6,1.0,0.5728457304503445,0.54,0.5638397561332842,0.54,1.0159725777033208,1.0159725777033208
atlas,F_{p?,7,6,0.7142857142857143,0.13658295115043906,0.9,0.20367952203684148,0.9,1.4912514360046227,1.5732864398875381
atlas,FhT@G,7,0,1.0,0.4721726172770242,0.56,0.5602245440237708,0.56,1.1864824928953608,1.1864824928953608
atlas,FhDIO,7,0,1.0,0.22474411454555288,0.9,0.22474384989781626,0.9,1.0000011775527415,1.0000000000046414
atlas,F_{Og,7,2,1.0,0.22510191210934494,0.9,0.22474487139158938,0.9,1.0015886490114092,1.0000040720977341
atlas,FSYK_,7,1,1.0,0.22475939104199405,0.9,0.22475932948312494,0.9,1.0000002738879372,1.0000000000001785
atlas,FFwGG,7,6,0.5,0.22474503185518913,0.9,0.5957518879526613,0.52,2.650790022074991,59.87159006941843
atlas,Fgogg,7,3,0.6666666666666666,0.1263488406768971,0.9,0.13002464689189264,0.9,1.029092520321539,1.0440618197010958
atlas,FxOWO,7,6,0.8333333333333334,0.16603559425198977,0.9,0.20367952203684325,0.9,1.2267220348410466,1.2301850337280895
atlas,FHt@G,7,0,1.0,0.46490852013782735,0.54,0.5638397561332846,0.54,1.212797210010537,1.212797210010537
atlas,FHFEG,7,4,0.8,0.13654560032385454,0.9,0.20564986385575423,0.9,1.5060892725067698,1.5304964536509502
atlas,F_sPg,7,2,1.0,0.20404403340640442,0.9,0.20367952203684148,0.9,1.0017896318977861,1.0000040279104594
atlas,FhFK?,7,6,0.8333333333333334,0.14064579633797258,0.9,0.17271976449685855,0.9,1.228047826483289,1.2391674633041545
atlas,FhMK?,7,6,1.0,0.6631397385723277,0.54,0.7031841094451778,0.56,1.060386022045763,1.060386022045763
atlas,FxU?G,7,6,0.6666666666666666,0.08421632872577334,0.9,0.13002464689189086,0.9,1.5439362990433763,1.785686043753076
atlas,FHhGg,7,0,0.7142857142857143,0.13562844707367283,0.9,0.17271976449685766,0.9,1.2734774173373598,1.2546719730313276
atlas,FLJK?,7,6,1.0,0.5814095930277674,0.54,0.5638397561332846,0.54,1.0311610465621894,1.0311610465621894
atlas,FFw_G,7,6,1.0,0.4816479159489804,0.54,0.5957518879526613,0.52,1.2369032818897687,1.2369032818897687
atlas,F~aC?,7,4,1.0,0.3228763305953546,0.9,0.3228756555322949,0.9,1.0000020907833964,1.0000000000125868
atlas,F~aC?,7,5,1.0,0.3228763305953546,0.9,0.3228756555322949,0.9,1.0000020907833964,1.0000000000125868
atlas,F~aC?,7,6,1.0,0.3228763305953546,0.9,0.3228756555322949,0.9,1.0000020907833964,1.0000000000125868
atlas,F~a@?,7,4,1.0,0.22528979125697646,0.9,0.2252752759466743,0.9,1.0000644336589586,1.0000000075859599
atlas,F~a@?,7,5,1.0,0.22528979125697646,0.9,0.2252752759466743,0.9,1.0000644336589586,1.0000000075859599
atlas,F~a@?,7,6,1.0,0.22528979125697646,0.9,0.22475932948311872,0.9,1.002360132391735,1.0000061044273696
atlas,F~_Q?,7,4,1.0,0.6973299022563699,0.56,0.7031841094451778,0.56,1.0083951758986174,1.0083951758986174
atlas,F~_Q?,7,5,1.0,0.6973299022563699,0.56,0.7031841094451778,0.56,1.0083951758986174,1.0083951758986174
atlas,F~_Q?,7,6,1.0,0.6973299022563699,0.56,0.7031841094451778,0.56,1.0083951758986174,1.0083951758986174
atlas,FzW`?,7,5,1.0,0.8506595649788604,0.48,0.8638475452747834,0.48,1.0155032410600717,1.0155032410600717
atlas,FzW`?,7,6,1.0,0.8506595649788604,0.48,0.8638475452747834,0.48,1.0155032410600717,1.0155032410600717
atlas,FzWa?,7,5,1.0,0.8894493069569678,0.48,0.9347560842189924,0.48,1.0509380095162821,1.0509380095162821
atlas,FzWa?,7,6,1.0,0.8894493069569678,0.48,0.9347560842189924,0.48,1.0509380095162821,1.0509380095162821
atlas,FjtA?,7,5,1.0,0.16470157900304727,0.9,0.1647008544366475,0.9,1.0000043992874368,1.0000000000254543
atlas,FjtA?,7,6,1.0,0.16470157900304727,0.9,0.1647008544366475,0.9,1.0000043992874368,1.0000000000254543
atlas,Fjt?O,7,5,1.0,0.22475835353076512,0.9,0.2247438498978216,0.9,1.0000645340593308,1.0000000075860063
atlas,Fjt?O,7,6,1.0,0.22475835353076512,0.9,0.2247593294831205,0.9,1.0000043422295102,1.0000000000238323
atlas,Fz`a?,7,4,0.5,0.2247440165489305,0.9,0.6999671351879921,0.54,3.114508434691064,70.34496445331995
atlas,Fz`a?,7,6,1.0,0.2247440165489305,0.9,0.22474384989781981,0.9,1.000000741515778,1.00000000000482
atlas,FjsGO,7,5,1.0,0.22527550767824778,0.9,0.2252752759466743,0.9,1.0000010286595922,1.0000000000049092
atlas,FjsGO,7,6,1.0,0.22527550767824778,0.9,0.2252752759466743,0.9,1.0000010286595922,1.0000000000049092
atlas,FjsG_,7,5,1.0,0.7148685980569045,0.56,0.7031841094451778,0.56,1.0166165424599056,1.0166165424599056
atlas,FjsG_,7,6,1.0,0.7148685980569045,0.56,0.7031841094451778,0.56,1.0166165424599056,1.0166165424599056
atlas,Fz`c?,7,4,1.0,0.6392384071788584,0.56,0.6319949108691676,0.56,1.011461320629511,1.011461320629511
atlas,Fz`c?,7,6,1.0,0.6392384071788584,0.56,0.6319949108691685,0.56,1.0114613206295096,1.0114613206295096
atlas,FjuA?,7,5,1.0,0.563399165488744,0.56,0.6999671351879921,0.54,1.2424000212722655,1.2424000212722655
atlas,FjuA?,7,6,1.0,0.563399165488744,0.56,0.5602245440237708,0.56,1.0056666947188209,1.0056666947188209
atlas,FXSx?,7,0,1.0,0.22527588504988394,0.9,0.22527527594667518,0.9,1.0000027038173904,1.0000000000128533
atlas,FXSx?,7,6,1.0,0.22527588504988394,0.9,0.22527527594666985,0.9,1.0000027038174142,1.0000000000128533
atlas,Fv`c?,7,4,1.0,0.02364205438210476,0.9,0.0236404091045479,0.9,1.0000695959849757,1.0000000077698818
atlas,Fv`c?,7,6,1.0,0.02364205438210476,0.9,0.0236404091045479,0.9,1.0000695959849757,1.0000000077698818
atlas,F~a?G,7,4,1.0,0.2247462341309543,0.9,0.22474487139158583,0.9,1.000006063494842,1.0000000000681943
atlas,F~a?G,7,6,0.5,0.2247462341309543,0.9,0.3235518321983104,0.9,1.4396318294249346,1.4963324413203856
atlas,Fju?O,7,5,0.6666666666666666,0.20638211146358376,0.9,0.20564986385575335,0.9,1.0035606520427556,1.012947140621112
atlas,Fju?O,7,6,0.8333333333333334,0.20638211146358376,0.9,0.20367952203684148,0.9,1.0132688323289243,1.022160622118456
atlas,FjsH?,7,5,1.0,0.6807778379823164,0.56,0.7031841094451783,0.56,1.0329127509927019,1.0329127509927019
atlas,FjsH?,7,6,1.0,0.6807778379823164,0.56,0.6999671351879917,0.54,1.0281873118292868,1.0281873118292868
atlas,FXSwG,7,0,1.0,0.5946672091407121,0.56,0.7031841094451778,0.56,1.182483410277946,1.182483410277946
atlas,FXSwG,7,6,1.0,0.5946672091407121,0.56,0.5638397561332846,0.54,1.054674138657474,1.054674138657474
atlas,F~_?g,7,4,1.0,0.2038158061228197,0.9,0.20367952203684325,0.9,1.0006691103976166,1.0000020842342672
atlas,F~_?g,7,5,0.6,0.2038158061228197,0.9,0.3235518321983104,0.9,1.5874717390825794,1.6690510093791995
atlas,FjuC?,7,5,1.0,0.6274006495937066,0.56,0.6319949108691685,0.56,1.0073226912953264,1.0073226912953264
atlas,FjuC?,7,6,1.0,0.6274006495937066,0.56,0.6319949108691685,0.56,1.0073226912953264,1.0073226912953264
atlas,FlkG_,7,5,1.0,0.5020416503110647,0.56,0.5638397561332842,0.54,1.1230935835381972,1.1230935835381972
atlas,FlkG_,7,6,1.0,0.5020416503110647,0.56,0.5638397561332842,0.54,1.1230935835381972,1.1230935835381972
atlas,Fz`_G,7,4,0.6666666666666666,0.14619377169468262,0.9,0.20564986385575423,0.9,1.4066937426393396,1.4951048922466816
atlas,Fz`_G,7,6,0.6666666666666666,0.14619377169468262,0.9,0.20564986385575512,0.9,1.4066937426393455,1.4951048922469692
atlas,FXSwO,7,0,1.0,0.22477384729891448,0.9,0.2247593294831205,0.9,1.0000645927171405,1.0000000075862738
atlas,FXSwO,7,6,1.0,0.22477384729891448,0.9,0.22475932948311783,0.9,1.0000645927171523,1.0000000075864524
atlas,Fju@?,7,5,0.8,0.18645059585138046,0.9,0.20564986385575423,0.9,1.1029724143101023,1.1036072318065278
atlas,Fju@?,7,6,0.8,0.18645059585138046,0.9,0.20564986385575512,0.9,1.102972414310107,1.10360723180674
atlas,Fv`_G,7,4,1.0,0.5546273251854268,0.54,0.5638397561332851,0.54,1.0166101281518691,1.0166101281518691
atlas,Fv`_G,7,6,1.0,0.5546273251854268,0.54,0.6999671351879919,0.54,1.2620494941427094,1.2620494941427094
atlas,Fv@h?,7,4,0.6666666666666666,0.175832473135074,0.9,0.2056498638557569,0.9,1.1695784071567785,1.1892440563206754
atlas,Fv@h?,7,6,0.8333333333333334,0.175832473135074,0.9,0.20367952203684325,0.9,1.1583726168736603,1.1485900786887913
atlas,Fr`s?,7,4,1.0,0.612224738573838,0.56,0.6319949108691676,0.56,1.032292344705612,1.032292344705612
atlas,Fr`s?,7,6,1.0,0.612224738573838,0.56,0.6319949108691676,0.56,1.032292344705612,1.032292344705612
atlas,F~AGG,7,4,1.0,0.41413393698020773,0.9,0.41421356237309315,0.9,1.0001922696639305,1.0000003867476457
atlas,F~AGG,7,6,1.0,0.41413393698020773,0.9,0.41421356237309315,0.9,1.0001922696639305,1.0000003867476457
atlas,FB}GO,7,6,1.0,0.22474541592205632,0.9,0.2247448713915876,0.9,1.000002422882735,1.0000000000134783
atlas,Fxec?,7,6,1.0,0.22474406232645094,0.9,0.22474384989781804,0.9,1.0000009452033192,1.00000000000482
atlas,FB}G_,7,6,1.0,0.22475935122559854,0.9,0.2247593294831205,0.9,1.0000000967367098,1.0000000000011604
atlas,FzW_G,7,6,0.5,0.22474505799335276,0.9,0.7759408729688366,0.5,3.4525380886986468,77.98013704021183
atlas,F?~oO,7,6,1.0,0.8695238272995842,0.45999999999999996,0.9347560842189921,0.48,1.0750206663364188,1.0750206663364188
atlas,FhMh?,7,6,1.0,0.5459382654283287,0.56,0.5602245440237708,0.56,1.0261683041840517,1.0261683041840517
atlas,FjsAG,7,5,0.5,0.16507886205169164,0.9,0.16543714219832673,0.9,1.002170357501755,1.0000062560108454
atlas,FB}H?,7,6,0.6666666666666666,0.1651201497740713,0.9,0.22562498445433654,0.9,1.3664291412226315,1.4117442679512386
atlas,FB}K?,7,6,1.0,0.6973072064089811,0.54,0.6999671351879921,0.54,1.0038145723356413,1.0038145723356413
atlas,FyQAg,7,4,1.0,0.5637786382150942,0.56,0.5602245440237708,0.56,1.0063440529859624,1.0063440529859624
atlas,Flec?,7,6,1.0,0.22474442670515593,0.9,0.22474384989781804,0.9,1.0000025665099985,1.0000000000124964
atlas,FJyGO,7,6,1.0,0.2249359098085275,0.9,0.22474487139158938,0.9,1.0008500234766438,1.000002044751334
atlas,FjsGG,7,6,0.6,0.1689559420015474,0.9,0.16543714219832673,0.9,1.0212697085821412,1.0410312641757247
atlas,FhMgO,7,6,1.0,0.548530024894341,0.54,0.5638397561332846,0.54,1.0279104707930848,1.0279104707930848
atlas,FhMgG,7,6,0.8333333333333334,0.16593313306891933,0.9,0.20367952203684503,0.9,1.2274795170187498,1.2301866265843375
atlas,FyaAg,7,4,1.0,0.6867278701542918,0.54,0.7031841094451774,0.56,1.023963261149119,1.023963261149119
atlas,Fxea?,7,6,0.6666666666666666,0.1724127792110215,0.9,0.13002464689188997,0.9,1.3260007493377426,1.4379455018297793
atlas,Fxe_O,7,6,1.0,0.7142464175818353,0.54,0.6999671351879921,0.54,1.0203999326197053,1.0203999326197053
atlas,FJyH?,7,6,1.0,0.20403169422271006,0.9,0.20367952203684325,0.9,1.0017290505316636,1.0000043046802862
atlas,Fle__,7,6,1.0,0.5903184133103283,0.54,0.5638397561332846,0.54,1.0469613163829201,1.0469613163829201
atlas,Fle`?,7,6,1.0,0.2247595609666675,0.9,0.22475932948313027,0.9,1.0000010299173687,1.0000000000047307
atlas,Fz@cO,7,4,1.0,0.646998558936611,0.52,0.7759408729688366,0.5,1.199293046717371,1.199293046717371
atlas,F?~q?,7,6,0.5,0.22474518522803777,0.9,0.5957518879526613,0.52,2.650788213096452,59.87159006911916
atlas,Fju?G,7,6,0.75,0.12108445697789261,0.9,0.16543714219832673,0.9,1.3662954463968233,1.4119848599422495
atlas,FhMi?,7,6,0.8,0.13643190303596953,0.9,0.205649863855756,0.9,1.5073443914473401,1.5304989936052948
atlas,FhMk?,7,6,1.0,0.6561106252414648,0.52,0.6999671351879921,0.54,1.0668431637277433,1.0668431637277433
atlas,FhMg_,7,6,0.8,0.09856066165012489,0.9,0.13002464689188997,0.9,1.3192347201711911,1.363870552834862
atlas,FyIAg,7,4,0.8,0.136273132387001,0.9,0.13002464689188997,0.9,1.0480561620006275,1.0802046428838423
atlas,FhdW_,7,6,1.0,0.5572591332677372,0.54,0.5638397561332846,0.54,1.0118089098458718,1.0118089098458718
atlas,Flea?,7,6,0.6666666666666666,0.12607574970274804,0.9,0.13002464689189264,0.9,1.0313216236941285,1.0440557685583427
atlas,FhNGO,7,6,1.0,0.2038708026141931,0.9,0.20367952203684503,0.9,1.0009391252269018,1.0000018779976623
atlas,Fv@cO,7,4,0.6,0.05457698485257367,0.9,0.11138896346007776,0.9,2.0409512134275594,2.4074180034604775
atlas,Fhfa?,7,6,1.0,0.17272427198987206,0.9,0.1727197644968559,0.9,1.000026097146608,1.0000012066546315
atlas,FJyK?,7,6,1.0,0.20571526276593843,0.9,0.20564986385575423,0.9,1.000318010957839,1.0000001734881632
atlas,FHS|?,7,0,0.6,0.20811468613250206,0.9,0.1113889634600751,0.9,1.8683600212070934,1.9967578235157495
atlas,Fhfc?,7,6,1.0,0.20354210089837643,0.9,0.20367952203684503,0.9,1.0006751484722918,1.0000030058082525
atlas,FhdWG,7,6,0.8333333333333334,0.1404050771684977,0.9,0.17271976449685855,0.9,1.230153267816523,1.239172817798137
atlas,Fle_O,7,6,1.0,0.6039635366862137,0.52,0.5957518879526613,0.52,1.0137836721957731,1.0137836721957731
atlas,FyAIg,7,4,0.8,0.16931217131679155,0.9,0.22562498445433565,0.9,1.3325975486557313,1.3560847367345312
atlas,FhUgG,7,6,1.0,0.45951933539332135,0.54,0.5638397561332846,0.54,1.227020742556287,1.227020742556287
atlas,FhdY?,7,6,1.0,0.6609776975793566,0.54,0.7031841094451778,0.56,1.0638545173617662,1.0638545173617662
atlas,FJyG_,7,6,1.0,0.22563691037035571,0.9,0.22562498445433654,0.9,1.0000528572491563,1.0000000004416518
atlas,F~AGO,7,6,1.0,0.32356207478811694,0.9,0.3235518321983104,0.9,1.000031656720152,1.0000000002227418
atlas,Fhd[?,7,6,0.8,0.0984010650016156,0.9,0.13002464689188997,0.9,1.3213743864434309,1.3638770980673862
atlas,Fhf_O,7,6,1.0,0.20564761294399236,0.9,0.20564986385575246,0.9,1.000010945479638,1.0000009701223271
atlas,FhNK?,7,6,1.0,0.13036088613826635,0.9,0.1300246468918882,0.9,1.002585965464361,1.000006130863142
atlas,Fr@sO,7,4,0.75,0.023811543675298807,0.9,0.11138896346007598,0.9,4.6779396152978805,100.50875554754596
atlas,FhUk?,7,6,1.0,0.4577008170933681,0.54,0.5957518879526611,0.52,1.3016185807488552,1.3016185807488552
atlas,F~H`?,7,4,1.0,0.22527581861998058,0.9,0.22527527594667518,0.9,1.0000024089341502,1.0000000000121392
atlas,F~H`?,7,6,1.0,0.22527581861998058,0.9,0.2252752759466743,0.9,1.0000024089341542,1.0000000000121392
atlas,F~Ha?,7,4,1.0,0.22477380846295603,0.9,0.22475932948311872,0.9,1.0000644199280653,1.0000000075860953
atlas,F~Ha?,7,6,1.0,0.22477380846295603,0.9,0.22475932948311872,0.9,1.0000644199280653,1.0000000075860953
atlas,F~`a?,7,4,1.0,0.6964458487382856,0.56,0.6999671351879921,0.54,1.005056080750694,1.005056080750694
