draw,distance_um,mask_0,mask_1,chi,principal_flux_rad,sin_flux,edge_geometric_mean,two_bit_leakage_ratio,branch_cut_margin_rad
143,9.469716837729305,0.005589238467776215,1.0,0.22724498208446656,1.6002190948010153,0.9995671815869962,1.9629560132920791,0.3245579829923119,0.9241988392828264
144,9.4516796542057,0.01647329899441106,0.9856772391173392,0.22559282348139093,1.6231879540580103,0.9986278726001613,1.9741289613833948,0.3603881091389425,0.7976812360670844
145,9.498705125774274,0.0005310461344337385,1.0,0.2463045916890904,1.5388692808510984,0.999490375160781,2.006497591414538,0.3193958923562668,0.9554751411388742
146,9.46778011663936,0.022865967285761464,1.0,0.21984626210845282,1.522407198920499,0.9988294745780437,1.9211899487179687,0.2984597242443926,0.8671565189660022
147,9.428060336728825,0.0,0.9852238860883424,0.2779958520297015,1.5670659887327845,0.9999930422970394,2.080586250984453,0.3103454959172495,0.7833056823739089
148,9.459871591808497,0.006261113929102477,1.0,0.2230485490512334,1.5402345066810483,0.9995330239246334,1.931087234976478,0.30109189253902613,0.9567590361131151
149,9.44400869059229,0.003075636023217414,1.0,0.25892611639832885,1.576710205867045,0.9999825130681257,2.0384208711901186,0.3294622350034335,0.9506956808056661
150,9.462078772510855,0.008224660805891572,1.0,0.2274980465871619,1.5649207370851803,0.9999827387724401,1.9470598178498728,0.2956938882893617,0.9089503554633622
151,9.480982677519016,0.015254146203545482,1.0,0.19965638243420147,1.5740171277901711,0.9999948132249582,1.873603380295029,0.2979727721255688,1.0324900101758736
152,9.44580235172662,0.0,1.0,0.24898972281114773,1.5833275612760278,0.9999214851086423,2.011525567737208,0.32006202435915787,0.971076243275308
153,9.49413902443207,0.0,0.9940935065012867,0.2406848232174658,1.5965118946600414,0.999669373005328,2.004560251042628,0.3280358526453661,0.8979892905070659
154,9.499339827329187,0.006204182303416413,0.9772250206667665,0.2045095044829418,1.556438930272774,0.9998969343530232,1.8892838264246659,0.30338695672917887,0.9922010864194966
155,9.497015311994886,0.0023138070980691615,0.9945788868480664,0.2293234345630346,1.5746177111941357,0.9999926985195219,1.9679777884689926,0.3220288545198704,0.9224300000762744
156,9.44533272245922,0.0,0.9881872573358563,0.26782387187941115,1.5873332914272522,0.9998632675164497,2.067534503469828,0.3454263133255102,0.88144779304633
157,9.488775424147326,0.0,0.995395720570121,0.23352261912198893,1.4843537095020147,0.9962661628640932,1.9530265953870516,0.2861953322617054,0.8872450758993407
158,9.459603209390146,0.004682954669645061,0.9978772535831469,0.22101085999884443,1.5958118103223673,0.999687129108004,1.938354002404655,0.3105072420008297,0.9852269397324682
159,9.469985442595595,0.009609296848007659,0.9905129485679743,0.21444505928872862,1.6626431354255617,0.9957850461774146,1.9620400631800672,0.37072164888791825,0.7073842971928701
160,9.402097828231707,0.0031130787393894395,0.9925648304835867,0.25445547572278215,1.5951980911964498,0.9997022917199218,2.025093355924778,0.338552205136375,0.927434812086005
161,9.457520724199233,0.007176479220781813,1.0,0.22838273474743695,1.5899788527014342,0.9998160209915785,1.9518024436250825,0.28706533685763774,0.8632233619084837
162,9.50109326942784,0.0,1.0,0.23111529356606242,1.569175046191099,0.9999986857248898,1.9710120176221895,0.317297509753597,0.9391299807363773
163,9.446441004914382,0.0,1.0,0.27311924047911185,1.5896216352690486,0.9998228091134421,2.077482691061875,0.323643808861113,0.9029195890425248
164,9.45602315227705,0.0,1.0,0.23854424039009714,1.5683021571843954,0.9999968895605895,1.979976977011077,0.3100809962247534,0.9781374404117185
165,9.556948242737178,0.009140045857550088,1.0,0.2313095515730434,1.4985090843707711,0.9973884148131986,1.9664864673990508,0.30201683174208926,1.0179530687506393
166,9.42833317989183,0.0028856536201998712,1.0,0.254744001649978,1.5823342974604357,0.9999334383548825,2.0238172989227556,0.32153372826239,0.921907077110891
167,9.483251440778606,0.0049593617385207305,0.9998977360619614,0.23536299941804018,1.6188070993812147,0.9988477042234505,1.9878712232830202,0.31200278570382545,0.9746258633283205
168,9.5188533267884,0.0003704650047651133,1.0,0.25848737094357105,1.5869658390075179,0.9998692762856172,2.0575131847475485,0.3327674927618409,0.8823469350889801
