regime,tau,surrogate_max_gram_error,prefix_max_gram_error,max_error_improvement,surrogate_relative_frobenius_error,prefix_relative_frobenius_error,frobenius_improvement,case_passes
perturbed,1.2000000000000002,0.0065461017055659975,0.07734827377584415,11.81592912161397,0.004069280380705183,0.06230641705928198,15.311409200189992,True
perturbed,1.2500000000000002,0.006711711543406938,0.07716772934046752,11.497474055819797,0.004156833248936466,0.06223266738679012,14.971172443040018,True
perturbed,1.3,0.006865385183892558,0.07692399900998796,11.20461517446474,0.004235620430341036,0.06212146419623659,14.666437944071113,True
perturbed,1.35,0.0070068851295118015,0.07661830481529934,10.934716839098181,0.004305736060840692,0.06197322144472581,14.393177047788104,True
perturbed,1.4000000000000001,0.00713602569417577,0.07625194043203065,10.685491294442144,0.004367361081796336,0.06178848058533372,14.14778385118538,True
perturbed,1.4500000000000002,0.007252676117157385,0.0758262582409036,10.454935118572887,0.004420762653004034,0.061567902493747335,13.92698665962313,True
perturbed,1.5000000000000002,0.007356763111167086,0.07534265670198133,10.241278068015552,0.004466291183628281,0.061312258745764625,13.72777909566487,True
perturbed,1.55,0.007448272725835126,0.07480256821701359,10.042941628272139,0.0045043747635836245,0.06102242249257125,13.547367991206524,True
perturbed,1.6,0.007527251424135448,0.07420744765152068,9.858505245830004,0.0045355108598193,0.06069935919716208,13.383136117015143,True
perturbed,1.6500000000000001,0.007593806289844157,0.07355876168276633,9.686678705663418,0.004560255251454924,0.060344117503049945,13.232618389902077,True
perturbed,1.7000000000000002,0.007648104308097329,0.0728579791313014,9.52627948002278,0.004579208314842483,0.059957820504904516,13.093490486240734,True
perturbed,1.7500000000000002,0.007690370687527896,0.0721065624222598,9.376214145203809,0.004592998931407113,0.05954165767983098,12.963568807447942,True
perturbed,1.8,0.007720886220319293,0.07130596030818223,9.235463167495482,0.004602266470534527,0.05909687771799395,12.840820516663864,True
perturbed,1.85,0.007739983704694313,0.07045760196792339,9.103068514884693,0.004607641484817752,0.0586247824630009,12.723381941969757,True
perturbed,1.9000000000000001,0.007748043481874139,0.06956289257642538,8.978123669434948,0.004609725928735855,0.05812672213721649,12.60958309362154,True
perturbed,1.9500000000000002,0.0077454881652769935,0.06862321041802581,8.859765705364255,0.004609073853190306,0.0576040919865742,12.497975476505294,True
perturbed,2.0,0.0077327766627765,0.06763990559191761,8.747169165963097,0.004606173614397656,0.0570583304355397,12.387359924339533,True
perturbed,2.05,0.007710397612301005,0.06661430033271222,8.63954152331096,0.00460143264524302,0.05649091879773453,12.276810974541824,True
perturbed,2.1,0.007678862366236482,0.06554769094221184,8.536120041742288,0.004595165755268188,0.05590338254360839,12.165694453898038,True
perturbed,2.15,0.0076386976704247555,0.06444135130094202,8.436169891949488,0.004587587747335654,0.05529729408550191,12.053675511191491,True
perturbed,2.1999999999999997,0.007590438188739799,0.06329653790016558,8.338983379650495,0.00457881087336587,0.054674277004311184,11.940715289714573,True
perturbed,2.25,0.007534619024206405,0.06211449630749834,8.243880162745274,0.004568847320930941,0.05403601161213938,11.827055669947205,True
perturbed,2.3,0.0074717683826204025,0.061913377174965416,8.286308408458982,0.004557616560793421,0.05338424172256048,11.713192852113691,True
perturbed,2.35,0.007402400515164026,0.061913377174965235,8.363959373467289,0.004544957032654873,0.052720782484540527,11.599841781946267,True
perturbed,2.4,0.007327009063385703,0.06191337717496524,8.450020552636792,0.0045306413416229515,0.0520475291268022,11.487894362469643,True
perturbed,2.45,0.0072460609141698756,0.06191337717496522,8.544418534198611,0.004514393912979058,0.051366466454801626,11.378374914763429,True
perturbed,2.5,0.007159990655182458,0.06191337717496506,8.647131002908734,0.0044959099272078576,0.050679678939764695,11.272396413697468,True
perturbed,2.55,0.007069195704072736,0.0619133771749651,8.758192553545419,0.004474874336168361,0.04998936123479382,11.171120679468627,True
perturbed,2.6,0.006974032168675844,0.06191337717496508,8.87770169071654,0.004450979836713872,0.04929782894239376,11.075725065245413,True
